day	hr	atemp	rh	wind
177	1700	30.04	54.28	2.191
177	1800	29.94	56.37	2.009
177	1900	29.72	55.02	1.922
177	2000	27.98	58.33	1.707
177	2100	26.16	61.42	1.495
177	2200	24.87	60.94	1.458
177	2300	24.03	62.73	1.459
178	0	23.21	66.66	0.942
178	100	22.46	72.7	1.097
178	200	22.12	72.1	1.217
178	300	21.37	70.1	0.937
178	400	20.5	71.5	0.975
178	500	19.74	74.4	1.13
178	600	19.45	77.4	0.822
178	700	20.58	76.6	1.436
178	800	21.64	77.2	1.748
178	900	22.65	75.4	2.062
178	1000	23.94	72	2.323
178	1100	25.23	70.2	2.195
178	1200	26.06	66.85	2.587
178	1300	27.09	63.18	2.448
178	1400	27.67	63.43	2.343
178	1500	28.51	63.65	2.454
178	1600	28.74	64.17	2.32
178	1700	27.25	69.04	1.984
178	1800	26.67	74.4	1.898
178	1900	26.51	75.9	1.903
178	2000	26.16	77.3	1.741
178	2100	24.89	84.4	1.949
178	2200	24.78	66.28	1.853
178	2300	23.88	43.07	4.027
179	0	22.34	38.1	3.144
179	100	21.28	39.55	2.612
179	200	20.49	40.73	2.919
179	300	19.22	42.07	2.737
179	400	17.33	45.9	3.715
179	500	15.8	48.85	3.169
179	600	14.61	51.75	2.858
179	700	15.11	51.08	3.055
179	800	16.04	53.45	2.517
179	900	16.94	52.32	3.025
179	1000	18.06	48.59	2.973
179	1100	19.05	46.87	2.982
179	1200	20.4	40.33	2.913
179	1300	21.59	34.67	3.165
179	1400	22.29	31.5	3.832
179	1500	23.06	29.19	3.93
179	1600	23.49	29.27	3.95
179	1700	23.49	30.36	3.69
179	1800	23.42	30.32	3.679
179	1900	23.06	30.42	3.102
179	2000	21.86	33.33	3.13
179	2100	19.87	37.33	3.004
179	2200	18.78	39.67	2.83
179	2300	17.75	42.52	1.535
180	0	14.53	57.41	1.12
180	100	13.08	68.02	1.185
180	200	12.5	72.1	1.026
180	300	11.16	84.1	1.466
180	400	10.51	86.4	1.308
180	500	9.83	91.5	1.353
180	600	9.96	93	1.237
180	700	11.39	86.5	1.131
180	800	12.91	81.4	1.196
180	900	15.31	73.7	0.95
180	1000	16.67	67.77	0.953
180	1100	17.36	66.6	0.562
180	1200	17.57	67.18	0.72
180	1300	18.49	63.57	0.628
180	1400	19.1	63.06	0.535
180	1500	19.58	57.85	0.771
180	1600	18.52	67.1	0.62
180	1700	16.62	87.8	0.64
180	1800	16.71	88.6	0.608
180	1900	18.03	80.3	0.585
180	2000	17.88	85.3	0.511
180	2100	15.63	96.5	0.825
180	2200	16.12	94.6	0.78
180	2300	16.69	88.7	0.798
181	0	17.49	84.6	0.979
181	100	17.69	88.1	0.693
181	200	17.75	89.2	0.883
181	300	17.87	89.9	1.228
181	400	17.65	93.7	1.263
181	500	17.75	96.2	0.867
181	600	18.16	96.6	0.415
181	700	19.05	94.5	0.395
181	800	19.36	96.3	0.818
181	900	21.97	85.9	0.845
181	1000	22.59	82	1.538
181	1100	21.33	90.4	1.51
181	1200	21.02	94.4	1.494
181	1300	21.62	93.7	1.313
181	1400	24.59	82.7	1.89
181	1500	24.72	79.8	1.766
181	1600	25.7	76.2	1.792
181	1700	24.36	79.9	1.537
181	1800	23.59	77.9	1.571
181	1900	23.37	77.9	0.62
181	2000	21.58	88.7	0.747
181	2100	21.34	86.5	0.702
181	2200	20.69	89.3	0.637
181	2300	20.12	93.5	0.587
182	0	19.66	97	0.606
182	100	20.19	98.2	0.923
182	200	20.14	98.8	0.837
182	300	19.82	99.5	0.736
182	400	19.39	98.6	0.866
182	500	19.18	98.1	0.918
182	600	19.08	96.7	0.793
182	700	19.23	96	1.057
182	800	20.08	94.6	0.9
182	900	21.27	88.2	1.139
182	1000	22.08	82.3	1.522
182	1100	23.63	77.9	2.094
182	1200	23.19	76.9	1.623
182	1300	21.85	84.4	1.466
182	1400	21.39	92.7	1.084
182	1500	22.97	83.4	1.369
182	1600	23.18	82.5	1.275
182	1700	21.46	89.6	1.124
182	1800	18.98	89.7	1.751
182	1900	19.97	90.2	1.122
182	2000	19.74	92	0.974
182	2100	18.43	89.4	2.517
182	2200	15.44	82	3.309
182	2300	14.56	79.3	3.066
183	0	13.53	73.1	3.767
183	100	11.83	73.2	3.567
183	200	10.7	73.2	3.836
183	300	9.7	71.6	4.36
183	400	8.74	75.1	3.613
183	500	7.06	90.3	2.926
183	600	9.32	86.1	4.618
183	700	10.31	85	4.148
183	800	11.73	80	4.005
183	900	12.54	76	3.453
183	1000	13.62	70.7	4.285
183	1100	14.12	66.01	4.157
183	1200	15.68	58.79	4.689
183	1300	17.18	51.8	4.96
183	1400	18.26	46.42	4.307
183	1500	19.2	46.15	3.832
183	1600	19.76	42.73	3.836
183	1700	20.27	41.37	3.733
183	1800	20.1	39.43	3.965
183	1900	19.84	41.03	3.401
183	2000	18.92	45.45	2.705
183	2100	17.36	52.09	2.401
183	2200	16.53	56.04	2.348
183	2300	15.66	59.27	1.758
184	0	15.09	63.16	1.368
184	100	12.28	79.2	1.184
184	200	11.42	78.8	0.931
184	300	10.78	81.6	0.99
184	400	10.55	83.8	0.884
184	500	10.88	84.4	0.955
184	600	11.34	82.7	1.046
184	700	12.36	81.9	1.19
184	800	13.54	81.8	0.989
184	900	15.73	77.6	1.633
184	1000	16.56	76.5	1.6
184	1100	18.41	70.5	1.842
184	1200	19.77	67.12	1.563
184	1300	21.12	61.49	1.906
184	1400	21.08	52.37	2.463
184	1500	20.67	54.05	2.52
184	1600	20.39	52.4	2.07
184	1700	18.02	58.33	1.687
184	1800	18.51	59.98	1.442
184	1900	18.32	62.3	1.383
184	2000	17.74	62.84	1.131
184	2100	17.15	67.55	0.667
184	2200	16.66	71.6	0.618
184	2300	16.48	73.1	0.795
185	0	15.98	76.4	0.698
185	100	15.48	79.5	0.705
185	200	15.22	82.3	0.659
185	300	14.82	85.8	0.672
185	400	15.09	83.6	0.79
185	500	15.11	83.6	0.631
185	600	14.86	89.1	0.845
185	700	14.36	98.6	0.64
185	800	15.28	96.8	0.485
185	900	16.5	92.9	0.507
185	1000	18.23	83.5	0.57
185	1100	18.9	83.4	1.278
185	1200	19.59	80.3	1.544
185	1300	21.08	74	1.604
185	1400	22.9	68.8	1.415
185	1500	24.58	61.46	1.145
185	1600	25.52	55.98	1.214
185	1700	23.48	57.98	1.127
185	1800	20.42	74.7	0.911
185	1900	19.63	87.5	0.528
185	2000	19.43	83.3	0.82
185	2100	18.36	91.5	0.984
185	2200	17.34	97.8	1.511
185	2300	16.66	95.8	1.74
186	0	15.86	98.1	0.604
186	100	15.49	97.9	0.631
186	200	15.12	98.8	0.497
186	300	14.72	100.4	0.671
186	400	14.52	102.7	0.734
186	500	14.85	102.9	0.835
186	600	15.13	102.8	0.904
186	700	15.89	100	0.976
186	800	17.55	94.7	0.697
186	900	19.2	90.8	0.728
186	1000	20.85	84.6	1.351
186	1100	21.98	78.2	1.718
186	1200	22.33	71.9	2.323
186	1300	22.74	59.65	2.797
186	1400	23.06	56.95	2.873
186	1500	23.28	52.32	2.842
186	1600	23.89	45.86	2.537
186	1700	23.15	44.09	2.964
186	1800	22.82	45.88	2.939
186	1900	22.23	44.62	2.54
186	2000	20.84	52.95	1.417
186	2100	17.28	66.15	0.817
186	2200	15.56	76.7	0.895
186	2300	15.51	76.9	0.987
187	0	16.15	73.1	1.495
187	100	15.45	75.3	1.186
187	200	13.96	85.5	1.533
187	300	12.91	89.7	1.219
187	400	12.03	85.2	1.395
187	500	11.62	81.7	1.585
187	600	10.41	87.7	0.985
187	700	12.04	82.6	1.044
187	800	14.07	77.5	1.489
187	900	14.9	75.5	1.804
187	1000	13.98	77.2	1.661
187	1100	14.6	75.6	1.888
187	1200	16.38	65.5	2.408
187	1300	17.22	59.34	2.683
187	1400	16.9	60.8	2.474
187	1500	17.13	62.09	2.633
187	1600	15.45	79.2	1.996
187	1700	16.74	73.9	1.369
187	1800	17.18	73.4	1.248
187	1900	16.98	71.3	1.209
187	2000	14.76	76.7	1.04
187	2100	14.07	87.7	0.961
187	2200	13.46	96.2	1.192
187	2300	13.23	97.6	0.854
188	0	12.81	99.6	0.888
188	100	13.1	94.2	1.416
188	200	13.68	94.8	2.294
188	300	13.08	98.6	2.258
188	400	13.24	94.9	2.185
188	500	13.22	96.1	1.939
188	600	14.08	93.9	2.049
188	700	15.03	92.1	1.367
188	800	16.39	88.7	0.986
188	900	17.44	85.1	1.486
188	1000	17.38	83.6	1.478
188	1100	18.55	81.3	1.687
188	1200	19.97	76.9	1.732
188	1300	21.29	71.7	1.832
188	1400	22.75	67.05	1.997
188	1500	23.72	60.15	2.079
188	1600	23.62	51.79	1.709
188	1700	22.95	53.55	1.465
188	1800	21.58	62.16	1.611
188	1900	20.69	68.58	1.304
188	2000	17.99	92.1	1.017
188	2100	17.49	94.5	0.654
188	2200	18.18	81.8	0.842
188	2300	19.18	65.35	1.173
189	0	18.93	61.92	1.175
189	100	18.37	64.09	0.864
189	200	17.68	67.91	0.638
189	300	16.41	76.7	0.655
189	400	15.72	82.1	0.739
189	500	15.16	84.5	0.954
189	600	15.46	86.8	0.96
189	700	17.22	78.4	0.859
189	800	17.98	79.1	0.795
189	900	19.36	78	0.678
189	1000	19.78	79.3	0.542
189	1100	19.3	81.7	0.575
189	1200	19.37	83.6	0.768
189	1300	18.87	86.1	0.685
189	1400	18.71	87.2	0.761
189	1500	18.29	90.7	1.239
189	1600	17.38	99.3	0.89
189	1700	17.34	100.2	0.619
189	1800	17.36	100.8	0.64
189	1900	17.66	100.2	0.44
189	2000	17.65	100.8	0.801
189	2100	17.37	101.9	0.698
189	2200	17.27	101.7	0.284
189	2300	16.84	102	0.487
190	0	16.67	102.7	0.443
190	100	16.1	103.2	0.836
190	200	16.13	103.2	0.796
190	300	16.14	103.3	0.964
190	400	16.34	102.8	0.755
190	500	16.15	102.9	0.515
190	600	16.93	102.9	0.418
190	700	17.26	101.8	1.037
190	800	18.9	93.2	1.025
190	900	19.95	87.8	1.507
190	1000	20.3	85.5	1.741
190	1100	21.23	81.4	1.896
190	1200	22.49	78.3	1.812
190	1300	22.49	79.5	2.079
190	1400	24.54	74.4	1.868
190	1500	25.3	70.7	1.881
190	1600	24.69	66.74	1.323
190	1700	24.83	66.31	1.827
190	1800	23.18	74.9	1.742
190	1900	22.86	69.6	1.532
190	2000	21.55	71	0.997
190	2100	19.53	81	1.163
190	2200	18.37	92.3	0.983
190	2300	18.16	91.8	0.926
191	0	17.81	92.4	0.796
191	100	16.92	99.2	0.898
191	200	16.3	100.8	0.948
191	300	15.77	101.7	0.861
191	400	15.64	101.2	0.878
191	500	15.3	101.1	0.904
191	600	15.43	100.1	0.841
191	700	15.87	96.8	0.97
191	800	17.53	93.1	0.847
191	900	18.01	95.1	0.672
191	1000	20.07	86.1	1.008
191	1100	20.11	85.8	1.863
191	1200	20.35	84.4	2.414
191	1300	18.66	95.4	1.614
191	1400	17.35	99.1	1.156
191	1500	16.15	101	1.346
191	1600	18.81	96.6	1.019
191	1700	20.27	91.3	1.114
191	1800	20.83	84	1.731
191	1900	17.61	88.6	1.099
191	2000	17.6	95.6	1.499
191	2100	16.37	100.3	1.167
191	2200	15.88	100.5	1.082
191	2300	15.25	101.4	0.609
192	0	15.56	101.9	0.606
192	100	15.8	101.7	1.036
192	200	15.62	101.1	0.761
192	300	15.54	100.8	0.597
192	400	15.4	101.6	0.681
192	500	15.39	101.9	0.513
192	600	15.34	101.8	0.811
192	700	15.38	102	1.236
192	800	16.86	97.8	1.112
192	900	18.35	88.3	1.228
192	1000	19.48	79.3	1.546
192	1100	19.92	80.3	1.74
192	1200	18.97	81.6	1.316
192	1300	17.36	94.9	0.93
192	1400	16.79	100.3	1.173
192	1500	17.28	97	0.939
192	1600	17.61	93.8	0.562
192	1700	17.43	96.6	1.017
192	1800	18.37	92.1	0.94
192	1900	18.84	87.7	0.768
192	2000	17.16	96.6	0.7
192	2100	16.47	98.2	0.8
192	2200	15.89	100	1.16
192	2300	15.12	99.9	1.414
193	0	14.75	101.2	0.791
193	100	14.59	101.5	0.496
193	200	14.45	101.9	0.447
193	300	14.41	102.3	0.42
193	400	14.57	102.4	0.48
193	500	14.73	102.5	0.653
193	600	14.76	101.5	0.983
193	700	15.16	100.4	0.876
193	800	15.65	97.5	1.614
193	900	16.51	95	1.704
193	1000	17.36	88.9	1.939
193	1100	17.61	87.5	1.918
193	1200	18.89	83.1	2.282
193	1300	18.45	81.7	2.291
193	1400	16.54	93.5	2.261
193	1500	15.54	97.9	1.624
193	1600	16.36	98.9	1.973
193	1700	16.64	97.6	1.954
193	1800	16.49	96.4	2.501
193	1900	16.1	95.6	2.808
193	2000	15.61	96.2	2.825
193	2100	15.44	95.7	2.694
193	2200	15	97.2	2.068
193	2300	14.8	99.3	2.277
194	0	15.1	100.5	2.255
194	100	15.34	99.7	2.062
194	200	15.54	97.1	2.484
194	300	15.48	96.1	2.456
194	400	14.93	98.8	2.179
194	500	14.82	98.8	2.381
194	600	14.73	98.1	2.03
194	700	15.02	95.6	2.121
194	800	15.17	93.9	2.141
194	900	15.82	92.4	2.358
194	1000	16.3	91.8	2.002
194	1100	16.96	87.7	2.661
194	1200	18.42	83.5	2.614
194	1300	18.05	84	2.408
194	1400	18.62	81	2.277
194	1500	18.45	85.4	1.394
194	1600	18.58	95.2	0.942
194	1700	20.11	87	1.495
194	1800	18.01	96.3	1.243
194	1900	16.91	97.9	0.927
194	2000	16.06	99.3	1.185
194	2100	15.53	100	1.131
194	2200	15.59	100.5	0.832
194	2300	15.25	101.5	0.997
195	0	15.26	101.5	0.914
195	100	15.31	101.5	0.748
195	200	15.25	101.7	1.081
195	300	15.03	101.6	0.694
195	400	14.57	102.2	0.715
195	500	14.6	102.2	0.719
195	600	14.38	102	0.722
195	700	15.22	100.7	0.531
195	800	16.16	99	0.646
195	900	17.28	94.3	0.968
195	1000	18.6	87.2	1.265
195	1100	19.61	79.8	1.216
195	1200	21.16	75	1.347
195	1300	22.26	68.22	1.365
195	1400	22.81	66.47	1.4
195	1500	23.52	65.94	1.568
195	1600	21.51	72.8	1.691
195	1700	19.74	87	1.35
195	1800	22.2	77.9	1.574
195	1900	20.66	79.9	1.366
195	2000	19.53	86.2	1.508
195	2100	17.51	94.6	1.021
195	2200	16.45	96.7	1.114
195	2300	15.7	98.7	0.668
196	0	15.06	100.9	0.526
196	100	15.17	101.9	0.59
196	200	15.54	100.3	0.68
196	300	15.55	99.2	0.575
196	400	15.38	99.6	0.806
196	500	15.31	100.3	0.907
196	600	15.39	100	0.969
196	700	15.55	99.3	0.985
196	800	15.8	98.4	0.746
196	900	16.12	96.2	1.007
196	1000	16.83	94.4	1.158
196	1100	17.91	89.7	0.932
196	1200	17.85	88.3	0.858
196	1300	19.19	85.3	1.826
196	1400	19.77	81.3	1.702
196	1500	20.96	76.6	1.738
196	1600	21.93	73.3	1.506
196	1700	22.13	70.2	1.056
196	1800	20.5	77.6	1.509
196	1900	18.66	83.8	1.632
196	2000	17.12	89.2	1.78
196	2100	15.89	94.1	2.135
196	2200	15.72	94.6	1.989
196	2300	15.4	96.3	1.989
197	0	15.02	97.7	1.816
197	100	14.87	97.8	1.645
197	200	14.35	98.2	1.788
197	300	14.08	99	1.538
197	400	14.1	99.4	1.313
197	500	14.05	100.4	1.186
197	600	13.98	101.4	1.383
197	700	13.96	100.8	1.499
197	800	14.21	101.1	1.212
197	900	14.55	100.2	1.35
197	1000	15.9	92.8	1.928
197	1100	16.74	88.6	2.036
197	1200	17.98	85.6	2.087
197	1300	19.2	79.2	2.25
197	1400	19.58	78.9	2.191
197	1500	20.48	77.8	2.262
197	1600	20.76	77.2	2.488
197	1700	20.85	75.1	1.974
197	1800	19.77	78.8	1.851
197	1900	17.48	87.3	2.064
197	2000	15.46	95.6	1.983
197	2100	15.1	96.9	2.041
197	2200	14.63	97.7	1.718
197	2300	14.85	97	1.298
198	0	14.62	97.1	1.503
198	100	14.3	97.7	1.551
198	200	14.04	99	1.49
198	300	13.96	100.1	1.354
198	400	14.31	99	1.022
198	500	14.32	98	1.102
198	600	14.1	100	1.025
198	700	14.13	102.5	1.893
198	800	14.62	101.6	1.936
198	900	14.91	99.9	1.713
198	1000	15.8	97.5	1.925
198	1100	16.81	93.6	1.587
198	1200	17.47	89.8	1.53
198	1300	17.55	89.9	1.298
198	1400	18.11	86.6	1.932
198	1500	19.71	82.1	1.871
198	1600	20.3	76.8	2.268
198	1700	18	85.6	1.945
198	1800	17.54	90.1	1.783
198	1900	17.99	88.4	2.109
198	2000	16.72	94.2	1.697
198	2100	16.31	96.2	1.322
198	2200	15.87	96.5	1.455
198	2300	15.48	99.4	0.948
199	0	15.4	100.8	0.794
199	100	15.55	99.6	0.668
199	200	14.99	101.3	0.436
199	300	15.15	101.3	1.016
199	400	15.49	99.3	1.287
199	500	15.2	99.5	1.307
199	600	15.18	98.6	1.42
199	700	15.42	98.3	1.596
199	800	15.92	96.6	1.505
199	900	17.13	92.4	1.732
199	1000	18.79	83.7	2.073
199	1100	20.61	75.1	2.184
199	1200	21.48	71.4	2.372
199	1300	22.25	70.8	2.013
199	1400	23.39	64.83	1.929
199	1500	24.28	57.06	1.858
199	1600	24.9	51.76	1.931
199	1700	24.87	53.19	1.824
199	1800	25.18	51.31	1.488
199	1900	23.65	57.78	1.069
199	2000	21.18	70.2	0.822
199	2100	19.33	72.9	0.81
199	2200	17.59	78.1	0.81
199	2300	16.74	87.3	0.512
200	0	16.15	90.6	0.614
200	100	14.63	95.2	0.792
200	200	13.71	99	0.81
200	300	13.09	100.9	1.099
200	400	12.39	102	1.142
200	500	12.05	102.7	1.046
200	600	11.88	103	1.008
200	700	13.41	100.9	0.907
200	800	17.45	83.8	0.706
200	900	19.02	78.9	0.985
200	1000	21.07	77.2	1.097
200	1100	22.64	71.3	1.213
200	1200	24.87	62.01	1.276
200	1300	26.58	51.68	1.491
200	1400	27.28	46.98	1.698
200	1500	27.59	43	1.685
200	1600	27.8	44.49	1.575
200	1700	27.46	40.52	1.762
200	1800	27.86	40.19	1.382
200	1900	27.3	40.37	1.134
200	2000	24.25	47.91	1.002
200	2100	20.88	63.14	0.889
200	2200	18.58	76.5	0.939
200	2300	17.47	87	1.002
201	0	16.21	92.1	1.286
201	100	15.29	95.9	1.471
201	200	14.86	96.6	1.12
201	300	14.34	98.6	1.183
201	400	13.97	99.6	0.981
201	500	13.64	99.6	1.191
201	600	13.26	100.3	1.328
201	700	14.91	94.1	1.192
201	800	18.48	82.7	1.006
201	900	20.16	80.3	1.443
201	1000	22.44	73.5	1.621
201	1100	23.97	66.14	1.829
201	1200	25.32	59.9	2.005
201	1300	26.11	51.43	2.421
201	1400	27.27	42.74	2.203
201	1500	27.87	47.33	2.16
201	1600	28.51	47.15	1.886
201	1700	28.83	45.68	1.735
201	1800	28.48	45.02	1.676
201	1900	27.75	50.06	1.5
201	2000	25.21	57.06	1.317
201	2100	23.71	57.85	1.224
201	2200	21.67	66.65	1.047
201	2300	19.21	81.3	0.799
202	0	17.97	89.6	1.247
202	100	17.57	92.8	1.27
202	200	16.63	95.1	0.995
202	300	15.97	96.7	1.066
202	400	15.96	94.8	1.236
202	500	15.13	96.4	1.216
202	600	14.88	97.5	1.127
202	700	16.37	91.3	0.969
202	800	19.91	79.7	0.966
202	900	21.68	75	1.31
202	1000	23	72.2	1.629
202	1100	24.4	68.16	1.79
202	1200	24.67	71.3	1.316
202	1300	26.96	63.79	1.581
202	1400	28.03	61.98	1.93
202	1500	27.52	64.85	2.083
202	1600	27.42	66.71	2.061
202	1700	27.12	66.26	1.887
202	1800	26.14	67.02	1.71
202	1900	25.84	71.9	0.967
202	2000	25.1	75.9	0.589
202	2100	22.89	82.6	0.798
202	2200	21.72	84.6	0.79
202	2300	21.79	83.2	0.756
203	0	22.35	77.9	0.889
203	100	22.12	75.5	1.033
203	200	22.24	74.4	1.194
203	300	21.25	78.3	0.694
203	400	20.32	83.8	0.661
203	500	20.92	83.5	0.911
203	600	20.04	88.7	0.855
203	700	20.32	87.1	0.793
203	800	21.97	81	0.914
203	900	22.85	78.9	1.155
203	1000	23.43	80.4	1.373
203	1100	25.27	72.7	1.493
203	1200	25.97	70.9	1.933
203	1300	25.98	72.9	1.797
203	1400	26	74.5	1.931
203	1500	26.45	74	2.004
203	1600	25.59	77.3	1.548
203	1700	25.82	81.4	1.039
203	1800	24.03	92.2	0.742
203	1900	23.4	89.9	0.939
203	2000	21.02	93.3	1.411
203	2100	19.76	95.8	1.686
203	2200	19.26	100.5	1.054
203	2300	18.99	100.4	0.804
204	0	19.13	101.6	0.927
204	100	18.74	100.5	0.674
204	200	17.8	102.4	0.743
204	300	17.71	103.1	0.832
204	400	17.51	103.1	1.165
204	500	17.37	102.6	1.086
204	600	17.3	102.3	1.088
204	700	18.29	99.7	0.735
204	800	20.48	94.5	1.023
204	900	21.42	92.2	1.533
204	1000	22.03	92.7	1.465
204	1100	23.77	88	1.973
204	1200	24.94	83.1	1.893
204	1300	26.67	76.9	1.645
204	1400	28.31	75.1	1.778
204	1500	29.19	71.3	1.784
204	1600	29.86	70.8	1.638
204	1700	30.19	68.77	1.442
204	1800	30.23	67.06	1.238
204	1900	29.82	67.4	0.961
204	2000	28.2	72.1	0.828
204	2100	26.49	78.8	0.792
204	2200	25.83	77.1	0.987
204	2300	24.3	84.7	0.602
205	0	24	86.1	0.793
205	100	23.97	87.5	0.905
205	200	23.42	90.8	0.645
205	300	22.99	93.5	0.659
205	400	23.26	91.3	0.69
205	500	22.73	93.6	0.523
205	600	22.37	96.2	0.648
205	700	24.08	88.3	0.982
205	800	23.52	92.6	1.543
205	900	23.38	100	1.521
205	1000	24.6	95.5	1.533
205	1100	24.71	94.1	1.571
205	1200	25.62	91.2	1.7
205	1300	25.24	92.6	1.463
205	1400	26.11	89.7	1.692
205	1500	28.27	79.5	2.611
205	1600	29.19	74.6	2.247
205	1700	29.05	72.6	2.321
205	1800	26.35	83.1	2.136
205	1900	23.35	96.9	1.561
205	2000	23.69	88.8	2.536
205	2100	23.23	67.89	3.785
205	2200	21.17	77	1.085
205	2300	22.3	68.12	1.81
206	0	21.86	70	1.48
206	100	20.64	75.7	1.06
206	200	20.41	74.5	1.182
206	300	19.74	77.4	1.346
206	400	19.1	80.9	1.243
206	500	18.55	82.2	1.26
206	600	17.47	90.4	1.113
206	700	18.89	84.6	0.934
206	800	20.61	73.8	1.195
206	900	20.39	74.2	1.028
206	1000	20.49	76.4	1.242
206	1100	21.03	74.6	1.721
206	1200	21.62	75	1.905
206	1300	21.74	75.5	1.793
206	1400	23.33	65.18	1.864
206	1500	23.17	59.18	2.49
206	1600	23.68	58.06	2.807
206	1700	23.47	56.9	2.954
206	1800	23.51	54.97	2.278
206	1900	23.27	51.53	2.689
206	2000	21.37	57.68	2.684
206	2100	20.17	54.47	3.838
206	2200	18.48	56.43	2.434
206	2300	16.3	67.3	0.816
207	0	16.79	58.15	1.761
207	100	16	56.87	2.208
207	200	14.66	56.43	2.486
207	300	13.28	58.8	1.221
207	400	12.86	58.42	1.557
207	500	12.72	58.88	2.064
207	600	12.18	62.31	2.016
207	700	12.27	64.91	2.562
207	800	13.24	63.94	2.137
207	900	14.21	62.77	1.959
207	1000	15.84	59.1	1.904
207	1100	16.1	56.35	2.06
207	1200	17.02	50.62	2.703
207	1300	18.42	47.08	2.588
207	1400	18.83	46.08	2.688
207	1500	18.83	42.9	2.858
207	1600	18.92	41.86	3.31
207	1700	18.47	42.2	4.029
207	1800	18.1	43.27	4.395
207	1900	17.65	45.74	3.071
207	2000	16.44	49.74	2.366
207	2100	15.38	57.31	2.299
207	2200	14.56	61.38	2.361
207	2300	13.62	65.88	1.774
208	0	13.39	69.79	2.221
208	100	13.04	71	1.966
208	200	11.65	77	0.858
208	300	11.52	78.6	1.044
208	400	11.29	79.3	1.044
208	500	9.42	89.3	1.229
208	600	9.52	89.5	1.182
208	700	11.48	83.5	1.148
208	800	14.02	70.4	1.423
208	900	15.37	63.05	1.653
208	1000	16.95	59.76	1.767
208	1100	18.05	58.96	1.797
208	1200	19.27	57.6	2.068
208	1300	19.39	59.3	2.061
208	1400	20.94	51.62	2.05
208	1500	20.83	46.3	2.322
208	1600	20.43	44.56	2.494
208	1700	20.59	43.58	2.318
208	1800	20	45.29	2.347
208	1900	19.78	47.66	1.945
208	2000	18.69	50.26	1.663
208	2100	16.59	61.41	0.893
208	2200	16.05	66.64	0.796
208	2300	15.94	67.54	1.077
209	0	13.77	78	0.794
209	100	14.29	74.9	0.64
209	200	14.39	76.9	1.089
209	300	13.51	80.5	0.735
209	400	11.46	93.4	1.221
209	500	10.79	96.5	1.155
209	600	10.23	97.7	1.379
209	700	11.98	94.2	1.006
209	800	14.43	89.5	1.395
209	900	15.3	86.6	1.652
209	1000	17.64	77.8	1.928
209	1100	19.47	70.6	1.869
209	1200	21.56	64.22	1.993
209	1300	21.39	62.93	1.544
209	1400	23.04	58.02	2.099
209	1500	20.93	68.87	1.022
209	1600	21	62.26	1.807
209	1700	19.54	78	1.436
209	1800	22.21	63	1.368
209	1900	22.19	57.21	1.663
209	2000	20.45	64.94	1.171
209	2100	16.12	96.3	1.417
209	2200	14.97	102.2	0.933
209	2300	15.21	102.9	1.028
210	0	15.52	102	0.554
210	100	15.02	100.9	0.514
210	200	14.01	103.1	0.924
210	300	13.22	103.1	1.208
210	400	12.74	99.6	1.195
210	500	12.24	97.9	1.287
210	600	12.34	95.7	1.133
210	700	13.86	92.7	0.942
210	800	16.4	86.9	0.939
210	900	18.48	82.8	1.219
210	1000	19.94	79.4	1.529
210	1100	22.02	71.7	1.637
210	1200	23.46	61.45	1.979
210	1300	24.85	56.96	2.158
210	1400	25.72	50.84	2.365
210	1500	26.24	45.47	2.485
210	1600	25.81	43.83	1.873
210	1700	26.52	42.63	1.926
210	1800	26.79	42.29	1.598
210	1900	25.15	47.48	1.176
210	2000	23.26	51.15	0.949
210	2100	20.94	60.18	0.736
210	2200	18.35	77	1.082
210	2300	17.78	77.7	0.954
211	0	16.64	88.6	1.209
211	100	16.03	92.5	1.306
211	200	15.64	92.5	1.226
211	300	15.01	92.5	1.279
211	400	14.52	92.7	1.335
211	500	14.06	95.7	0.938
211	600	13.44	98.3	0.805
211	700	14.34	93.6	0.643
211	800	16.11	88.5	0.64
211	900	18.42	81.5	0.524
211	1000	22.2	69.21	0.749
211	1100	23.67	64.42	1.139
211	1200	25.6	59.2	1.299
211	1300	27.02	48.25	1.351
211	1400	28.14	39.13	1.459
211	1500	28.31	45.05	1.723
211	1600	26.57	53.28	1.95
211	1700	26.32	44.96	1.341
211	1800	27.78	41.46	0.947
211	1900	27.31	46.47	0.698
211	2000	22.88	61.93	0.686
211	2100	20.93	69.19	0.832
211	2200	19.32	79.7	0.76
211	2300	17.33	91.7	1.041
212	0	16.37	96.6	1.045
212	100	15.77	99.1	1.008
212	200	14.85	100.9	1.25
212	300	14.13	102.1	1.172
212	400	13.58	102.7	1.261
212	500	13.26	103	1.094
212	600	13.08	103.3	1.177
212	700	13.87	102.5	1.082
212	800	17.99	84.8	0.45
212	900	20.04	74.2	0.837
212	1000	22.5	67.46	0.825
212	1100	24.17	58.45	1.036
212	1200	25.83	53.3	1.241
212	1300	27.23	49.04	1.366
212	1400	28.52	43.27	1.33
212	1500	29.07	40.31	1.292
212	1600	28.89	37.8	1.712
212	1700	29.21	34.6	1.822
212	1800	28.62	38.39	1.51
212	1900	26.56	47.21	1.903
212	2000	23.62	57.32	0.549
212	2100	21.05	64.54	0.909
212	2200	18.94	75.7	1.228
212	2300	17.99	80.6	0.974
213	0	16.58	90.1	1.241
213	100	15.99	91.4	0.723
213	200	15.94	94	0.679
213	300	14.61	98.7	1.207
