"V1" "V2" "V3" "V4" "V5" "V6"
"566" 12.9 2 14.2 0.1 12.9 0
"567" 12.9 2 14.2 0.1 12.9 0
"568" 12.1 2 14.2 0.1 12.1 0
"569" 12.1 2 14.2 0.1 12.1 0
"570" 11.2 2 14.1 0.1 11.3 0
"571" 11.2 2 14.1 0.1 11.3 0
"572" 10.8 2 13.9 0.1 10.9 0
"573" 10.8 2 13.9 0.1 10.9 0
"574" 10.6 2 13.8 0.1 10.6 0
"575" 10.6 2 13.8 0.1 10.6 0
"576" 10.3 2 13.7 0.1 10.3 2.3
"577" 10.3 2 13.7 0.1 10.3 2.3
"578" 10.1 2 13.6 0.1 10.1 5.7
"579" 10.1 2 13.6 0.1 10.1 5.7
"580" 9.9 2 13.5 0.1 10 19.7
"581" 9.9 2 13.5 0.1 10 19.7
"582" 9.8 2 13.3 0.1 9.9 40.5
"583" 9.8 2 13.3 0.1 9.9 40.5
"584" 9.8 2 13.2 0.1 9.8 50
"585" 9.8 2 13.2 0.1 9.8 50
"586" 9.9 2 13.2 0.1 10 67.3
"587" 9.9 2 13.2 0.1 10 67.3
"588" 10.3 2 13.1 0.1 10.3 78.5
"589" 10.3 2 13.1 0.1 10.3 78.5
"590" 10.3 2 13 0.1 10.4 74.4
"591" 10.3 2 13 0.1 10.4 74.4
"592" 10.3 2 13 0.1 10.4 83.5
"593" 10.3 2 13 0.1 10.4 83.5
"594" 10.2 2 12.9 0.1 10.3 94.5
"595" 10.2 2 12.9 0.1 10.3 94.5
"596" 11 2 12.9 0.1 11.3 160.5
"597" 11 2 12.9 0.1 11.3 160.5
"598" 11.5 2 12.8 0.1 12.1 310.6
"599" 11.5 2 12.8 0.1 12.1 310.6
"600" 11.6 2 12.9 0.1 12.1 215.1
"601" 11.6 2 12.9 0.1 12.1 215.1
"602" 11.8 2 12.9 0.1 12.4 284.8
"603" 11.8 2 12.9 0.1 12.4 284.8
"604" 11.4 2 13 0.1 11.9 208.9
"605" 11.4 2 13 0.1 11.9 208.9
"606" 10.7 2 12.9 0.1 10.8 95.3
"607" 10.7 2 12.9 0.1 10.8 95.3
"608" 9.6 2 12.9 0.1 9.2 13.5
"609" 9.6 2 12.9 0.1 9.2 13.5
"610" 8.4 2 12.7 0.1 7.3 0
"611" 8.4 2 12.7 0.1 7.3 0
"612" 7.8 2 12.6 0.1 6.6 0
"613" 8.3 2 12.4 0.1 7.7 0
"614" 8.3 2 12.4 0.1 7.7 0
"615" 8.5 2 12.2 0.1 8.2 0
"616" 8.5 2 12.2 0.1 8.2 0
"617" 8.7 2 12 0.1 8.6 0
"618" 8.7 2 12 0.1 8.6 0
"619" 8.7 2 11.9 0.1 8.4 0
"620" 8.7 2 11.9 0.1 8.4 0
"621" 7.9 2 11.8 0.1 7.2 0
"622" 7.9 2 11.8 0.1 7.2 0
"623" 7.3 2 11.7 0.1 6.6 9.9
"624" 7.3 2 11.7 0.1 6.6 9.9
"625" 7.5 2 11.6 0.1 7.6 125.1
"626" 7.5 2 11.6 0.1 7.6 125.1
"627" 8.7 2 11.5 0.1 9.4 270.9
"628" 8.7 2 11.5 0.1 9.4 270.9
"629" 10.7 2 11.4 0.1 12.2 421.5
"630" 10.7 2 11.4 0.1 12.2 421.5
"631" 12.2 2 11.5 0.1 14 539.2
"632" 12.2 2 11.5 0.1 14 539.2
"633" 13.6 2 11.6 0.1 15.8 623.3
"634" 13.6 2 11.6 0.1 15.8 623.3
"635" 15 2 11.9 0.1 17.2 670.4
"636" 15 2 11.9 0.1 17.2 670.4
"637" 16 2 12.3 0.1 17.6 587.4
"638" 16 2 12.3 0.1 17.6 587.4
"639" 16.9 2 12.7 0.1 18.5 707.1
"640" 16.9 2 12.7 0.1 18.5 707.1
"641" 17.4 2 13.1 0.1 19.2 748.3
"642" 17.4 2 13.1 0.1 19.2 748.3
"643" 17.1 2 13.5 0.1 18.3 551
"644" 17.1 2 13.5 0.1 18.3 551
"645" 17.1 2 13.8 0.1 18.4 552.8
"646" 17.1 2 13.8 0.1 18.4 552.8
"647" 17 2 14 0.1 18.5 526.7
"648" 17 2 14 0.1 18.5 526.7
"649" 16.4 2 14.1 0.1 17.4 373.9
"650" 16.4 2 14.1 0.1 17.4 373.9
"651" 15.6 2 14.2 0.1 16.1 241.9
"652" 15.6 2 14.2 0.1 16.1 241.9
"653" 14.4 2 14.1 0.1 14.4 106
"654" 14.4 2 14.1 0.1 14.4 106
"655" 12.4 2 14 0.1 11.6 13.9
"656" 12.4 2 14 0.1 11.6 13.9
"657" 10.4 2 13.8 0.1 9.1 0
"658" 10.4 2 13.8 0.1 9.1 0
"659" 9.1 2 13.6 0.1 8.1 0
"660" 9.1 2 13.6 0.1 8.1 0
"661" 8.5 2 13.3 0.1 7.7 0
"662" 8.5 2 13.3 0.1 7.7 0
"663" 7.6 2 13 0.1 7 0
"664" 7.6 2 13 0.1 7 0
"665" 7.6 2 12.8 0.1 7.1 0
"666" 7.6 2 12.8 0.1 7.1 0
"667" 7.9 2 12.6 0.1 7.6 0
"668" 7.9 2 12.6 0.1 7.6 0
"669" 8.6 2 12.4 0.1 8.3 0
"670" 8.6 2 12.4 0.1 8.3 0
"671" 9.4 2 12.3 0.1 9.1 3.7
"672" 9.4 2 12.3 0.1 9.1 3.7
"673" 9.9 2 12.1 0.1 9.6 18.3
"674" 9.9 2 12.1 0.1 9.6 18.3
"675" 10 2 12 0.1 9.8 38
"676" 10 2 12 0.1 9.8 38
"677" 9.9 2 12 0.1 9.9 51.7
"678" 9.7 2 11.9 0.1 9.8 80.7
"679" 10 2 11.8 0.1 10.1 166.7
"680" 10.5 2 11.9 0.1 10.7 351.7
"681" 10.9 2 12 0.1 11.3 353.8
"682" 11.4 2 12.1 0.1 12.3 352.9
"683" 11.4 2 12.1 0.1 12.3 352.9
"684" 11.2 2 12.3 0.1 11.8 276.2
"685" 11.2 2 12.3 0.1 11.8 276.2
"686" 11.7 2 12.4 0.1 12.5 260.7
"687" 11.7 2 12.4 0.1 12.5 260.7
"688" 11.4 2 12.6 0.1 11.8 143.5
"689" 11.4 2 12.6 0.1 11.8 143.5
"690" 11.1 2 12.6 0.1 11.5 144.2
"691" 11.1 2 12.6 0.1 11.5 144.2
"692" 11.2 2 12.6 0.1 11.7 173.3
"693" 11.2 2 12.6 0.1 11.7 173.3
"694" 11.4 2 12.6 0.1 12.1 206.7
"695" 11.4 2 12.6 0.1 12.1 206.7
"696" 10.7 2 12.6 0.1 10.8 79.5
"697" 10.7 2 12.6 0.1 10.8 79.5
"698" 10.2 2 12.6 0.1 10 5.9
"699" 10.2 2 12.6 0.1 10 5.9
"700" 9.8 2 12.5 0.1 9.6 0
"701" 9.8 2 12.5 0.1 9.6 0
"702" 9.7 2 12.4 0.1 9.4 0
"703" 9.7 2 12.4 0.1 9.4 0
"704" 9.4 2 12.3 0.1 9 0
"705" 9.4 2 12.3 0.1 9 0
"706" 9.9 2 12.1 0.1 9.6 0
"707" 9.9 2 12.1 0.1 9.6 0
"708" 9.9 2 12 0.1 9.8 0
"709" 9.9 2 12 0.1 9.8 0
"710" 9.9 2 11.9 0.1 9.8 0
"711" 9.9 2 11.9 0.1 9.8 0
"712" 9.7 2 11.9 0.1 9.6 0
"713" 9.7 2 11.9 0.1 9.6 0
"714" 9.5 2 11.8 0.1 9.5 5
"715" 9.5 2 11.8 0.1 9.5 5
"716" 9.5 2 11.7 0.1 9.5 31.3
"717" 9.5 2 11.7 0.1 9.5 31.3
"718" 10 2 11.7 0.1 10.2 85.7
"719" 10 2 11.7 0.1 10.2 85.7
"720" 10.9 2 11.6 0.1 11.5 234.2
"721" 10.9 2 11.6 0.1 11.5 234.2
"722" 12.3 2 11.6 0.1 13.9 494.8
"723" 12.3 2 11.6 0.1 13.9 494.8
"724" 13.1 2 11.8 0.1 15 622.6
"725" 13.1 2 11.8 0.1 15 622.6
"726" 13.8 2 12 0.1 15.9 735.1
"727" 13.8 2 12 0.1 15.9 735.1
"728" 14 2 12.4 0.1 16.4 786
"729" 14 2 12.4 0.1 16.4 786
"730" 13.3 2 12.9 0.1 15.1 488.1
"731" 13.3 2 12.9 0.1 15.1 488.1
"732" 12.8 2 13.3 0.1 14.5 510
"733" 12.8 2 13.3 0.1 14.5 510
"734" 11.8 2 13.6 0.1 12.9 274.9
"735" 11.8 2 13.6 0.1 12.9 274.9
"736" 11.3 2 13.7 0.1 12.1 209.6
"737" 11.3 2 13.7 0.1 12.1 209.6
"738" 11.3 2 13.7 0.1 12 157.6
"739" 11.3 2 13.7 0.1 12 157.6
"740" 10.5 2 13.7 0.1 10.8 87.3
"741" 10.5 2 13.7 0.1 10.8 87.3
"742" 10.4 2 13.6 0.1 10.5 37.4
"743" 10.4 2 13.6 0.1 10.5 37.4
"744" 10.2 2 13.5 0.1 10.1 39.1
"745" 10.2 2 13.5 0.1 10.1 39.1
"746" 9.8 2 13.3 0.1 9.6 7.1
"747" 9.8 2 13.3 0.1 9.6 7.1
"748" 9.5 2 13.1 0.1 9.3 0
"749" 9.5 2 13.1 0.1 9.3 0
"750" 9 2 13 0.1 8.8 0
"751" 9 2 13 0.1 8.8 0
"752" 9.2 2 12.8 0.1 9 0
"753" 9.2 2 12.8 0.1 9 0
"754" 9.3 2 12.6 0.1 9.2 0
"755" 9.3 2 12.6 0.1 9.2 0
"756" 8.7 2 12.4 0.1 8.7 0
"757" 8.7 2 12.4 0.1 8.7 0
"758" 8.6 2 12.3 0.1 8.5 0
"759" 8.6 2 12.3 0.1 8.5 0
"760" 8.6 2 12.2 0.1 8.3 0
"761" 8.6 2 12.2 0.1 8.3 0
"762" 8.7 2 12.1 0.1 8.6 3
"763" 8.7 2 12.1 0.1 8.6 3
"764" 9.2 2 12 0.1 9.1 18.3
"765" 9.2 2 12 0.1 9.1 18.3
"766" 9 2 11.9 0.1 9.1 60
"767" 9 2 11.9 0.1 9.1 60
"768" 9.2 2 11.8 0.1 9.5 196
"769" 9.7 2 11.8 0.1 9.7 262.5
"770" 9.7 2 11.8 0.1 9.7 262.5
"771" 10.5 2 11.9 0.1 10.6 369.8
"772" 10.5 2 11.9 0.1 10.6 369.8
"773" 11.2 2 12.1 0.1 12.6 588.6
"774" 11.2 2 12.1 0.1 12.6 588.6
"775" 11.8 2 12.3 0.1 13.7 625.5
"776" 11.8 2 12.3 0.1 13.7 625.5
"777" 12.1 2 12.6 0.1 14 572.4
"778" 12.1 2 12.6 0.1 14 572.4
"779" 11.9 2 12.9 0.1 13.3 378.9
"780" 11.9 2 12.9 0.1 13.3 378.9
"781" 12.2 2 13.2 0.1 14.3 529.1
"782" 12.2 2 13.2 0.1 14.3 529.1
"783" 11.8 2 13.4 0.1 12.9 250.8
"784" 11.8 2 13.4 0.1 12.9 250.8
"785" 11.5 2 13.6 0.1 12.4 193.8
"786" 11.5 2 13.6 0.1 12.4 193.8
"787" 11.3 2 13.6 0.1 12.1 159.6
"788" 11.3 2 13.6 0.1 12.1 159.6
"789" 11.1 2 13.6 0.1 11.7 95
"790" 11.1 2 13.6 0.1 11.7 95
"791" 10.4 2 13.6 0.1 10.6 35.3
"792" 10.4 2 13.6 0.1 10.6 35.3
"793" 9.6 2 13.5 0.1 9.6 1.4
"794" 9.6 2 13.5 0.1 9.6 1.4
"795" 9 2 13.4 0.1 9 0
"796" 9 2 13.4 0.1 9 0
"797" 8.9 2 13.2 0.1 8.9 0
"798" 8.9 2 13.2 0.1 8.9 0
"799" 8.4 2 13.1 0.1 8.3 0
"800" 8.4 2 13.1 0.1 8.3 0
"801" 8.1 2 12.9 0.1 8.1 0
"802" 8.1 2 12.9 0.1 8.1 0
"803" 8.1 2 12.8 0.1 8.1 0
"804" 8.1 2 12.8 0.1 8.1 0
"805" 8.1 2 12.7 0.1 8.1 0
"806" 8.1 2 12.7 0.1 8.1 0
"807" 8 2 12.6 0.1 8.1 0
"808" 8 2 12.6 0.1 8.1 0
"809" 7.7 2 12.5 0.1 7.8 2.1
"810" 7.7 2 12.5 0.1 7.8 2.1
"811" 7.6 2 12.4 0.1 7.7 26.5
"812" 7.6 2 12.4 0.1 7.7 26.5
"813" 8.1 2 12.3 0.1 8.4 58.1
"814" 8.1 2 12.3 0.1 8.4 58.1
"815" 8.5 2 12.2 0.1 8.9 71.2
"816" 8.5 2 12.2 0.1 8.9 71.2
"817" 9 2 12.2 0.1 9.5 101.3
"818" 9 2 12.2 0.1 9.5 101.3
"819" 10.2 2 12.2 0.1 10.7 226.7
"820" 10.2 2 12.2 0.1 10.7 226.7
"821" 11.8 2 12.2 0.1 11.6 384.2
"822" 11.8 2 12.2 0.1 11.6 384.2
"823" 12.6 2 12.3 0.1 13 387
"824" 13 2 12.6 0.1 13.8 399.6
