"pmid","pid","oid","row.in.file.int","interval","t.start","t.end","t.start.orig","t.end.orig","dt","dt.calc","dt.diff","ct","mt","cta","bta","bg.dl","bg.val","bg.unit","MOL","ustar","rl","air.pres","air.pres.unit","j.NH3","j.rel","e.int","e.cum","e.rel","air.temp","soil.temp","soil.temp.surf","pH.surf","rad","wind","wind.2m","soil.temp.z.int","air.temp.z.int","wind.z.int","wind.loc.int","far.loc.int","rain","rain.rate","rain.cum","rh","notes.int","flag.int","exper","file"
1941,1937,36530,55,13,2021-08-22 15:55:00,2021-08-22 18:26:00,"22/08/2021 15:55","22/08/2021 15:55",2.5167,2.5167,0,54.883,53.625,55.467,52.95,NA,NA,NA,NA,NA,NA,NA,NA,0.043282,0.00061827,0.10893,4.4577,0.063677,19.3875,NA,NA,NA,NA,NA,2.875025,NA,2,NA,NA,NA,0,0,0,NA,"Spot sample in time with no 'duration' at start of interval","","eGylle2","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1941,1937,36531,56,14,2021-08-22 18:26:00,2021-08-23 07:24:00,"22/08/2021 18:26","22/08/2021 18:26",12.967,12.967,0,67.85,61.367,68.433,55.467,NA,NA,NA,NA,NA,NA,NA,NA,0.027888,0.00039837,0.36161,4.8193,0.068842,11.072,NA,NA,NA,NA,NA,0.55814308,NA,2,NA,NA,NA,0,0,0,NA,"Spot sample in time with no 'duration' at start of interval","","eGylle2","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1941,1937,36532,57,15,2021-08-23 07:24:00,2021-08-23 10:25:00,"23/08/2021 07:24","23/08/2021 07:24",3.0167,3.0167,0,70.867,69.358,71.45,68.433,NA,NA,NA,NA,NA,NA,NA,NA,0.0026757,3.8222e-05,0.0080718,4.8274,0.068958,12.63,NA,NA,NA,NA,NA,1.134714,NA,2,NA,NA,NA,0,0,0,NA,"Spot sample in time with no 'duration' at start of interval","","eGylle2","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1941,1937,36533,58,16,2021-08-23 10:25:00,2021-08-23 13:05:00,"23/08/2021 10:25","23/08/2021 10:25",2.6667,2.6667,0,73.533,72.2,74.117,71.45,NA,NA,NA,NA,NA,NA,NA,NA,0.013026,0.00018607,0.034736,4.8621,0.069454,18.85,NA,NA,NA,NA,NA,1.00862,NA,2,NA,NA,NA,0,0,0,NA,"Spot sample in time with no 'duration' at start of interval","","eGylle2","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1941,1937,36534,59,17,2021-08-23 13:05:00,2021-08-23 16:11:00,"23/08/2021 13:05","23/08/2021 13:05",3.1,3.1,0,76.633,75.083,77.217,74.117,NA,NA,NA,NA,NA,NA,NA,NA,0.018581,0.00026542,0.0576,4.9197,0.070277,21.25,NA,NA,NA,NA,NA,1.167506,NA,2,NA,NA,NA,0,0,0,NA,"Spot sample in time with no 'duration' at start of interval","","eGylle2","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1941,1937,36535,60,18,2021-08-23 16:11:00,2021-08-23 19:07:00,"23/08/2021 16:11","23/08/2021 16:11",2.9333,2.9333,0,79.567,78.1,80.15,77.217,NA,NA,NA,NA,NA,NA,NA,NA,0.021076,0.00030106,0.061822,4.9815,0.07116,20.94,NA,NA,NA,NA,NA,1.85804,NA,2,NA,NA,NA,0,0,0,NA,"Spot sample in time with no 'duration' at start of interval","","eGylle2","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1941,1937,36536,61,19,2021-08-23 19:07:00,2021-08-24 07:12:00,"23/08/2021 19:07","23/08/2021 19:07",12.083,12.083,0,91.65,85.608,92.233,80.15,NA,NA,NA,NA,NA,NA,NA,NA,0.011832,0.00016902,0.14297,5.1245,0.073202,12.4086956521739,NA,NA,NA,NA,NA,0.559651739130435,NA,2,NA,NA,NA,0,0,0,NA,"Spot sample in time with no 'duration' at start of interval","","eGylle2","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1941,1937,36537,62,20,2021-08-24 07:12:00,2021-08-24 10:25:00,"24/08/2021 07:12","24/08/2021 07:12",3.2167,3.2167,0,94.867,93.258,95.45,92.233,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5.1245,0.073202,12.55,NA,NA,NA,NA,NA,0.8917,NA,2,NA,NA,NA,0,0,0,NA,"Spot sample in time with no 'duration' at start of interval","","eGylle2","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1941,1937,36538,63,21,2021-08-24 10:25:00,2021-08-24 12:59:00,"24/08/2021 10:25","24/08/2021 10:25",2.5667,2.5667,0,97.433,96.15,98.017,95.45,NA,NA,NA,NA,NA,NA,NA,NA,0.010049,0.00014354,0.025792,5.1503,0.07357,17.7625,NA,NA,NA,NA,NA,1.4152,NA,2,NA,NA,NA,0,0,0,NA,"Spot sample in time with no 'duration' at start of interval","","eGylle2","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1941,1937,36539,64,22,2021-08-24 12:59:00,2021-08-24 16:32:00,"24/08/2021 12:59","24/08/2021 12:59",3.55,3.55,0,100.98,99.208,101.57,98.017,NA,NA,NA,NA,NA,NA,NA,NA,0.019446,0.00027778,0.069034,5.2193,0.074557,20.5428571428571,NA,NA,NA,NA,NA,2.65112857142857,NA,2,NA,NA,NA,0,0,0,NA,"Spot sample in time with no 'duration' at start of interval","","eGylle2","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1941,1937,36540,65,23,2021-08-24 16:32:00,2021-08-24 18:48:00,"24/08/2021 16:32","24/08/2021 16:32",2.2667,2.2667,0,103.25,102.12,103.83,101.57,NA,NA,NA,NA,NA,NA,NA,NA,0.019442,0.00027772,0.044069,5.2634,0.075186,19.5,NA,NA,NA,NA,NA,2.54233333333333,NA,2,NA,NA,NA,0,0,0,NA,"Spot sample in time with no 'duration' at start of interval","","eGylle2","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1941,1937,36541,66,24,2021-08-24 18:48:00,2021-08-25 07:14:00,"24/08/2021 18:48","24/08/2021 18:48",12.433,12.433,0,115.68,109.47,116.27,103.83,NA,NA,NA,NA,NA,NA,NA,NA,0.014075,0.00020106,0.175,5.4384,0.077686,14.4166666666667,NA,NA,NA,NA,NA,3.17975416666667,NA,2,NA,NA,NA,0,0,0,NA,"Spot sample in time with no 'duration' at start of interval","","eGylle2","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1941,1937,36542,67,25,2021-08-25 07:14:00,2021-08-25 13:22:00,"25/08/2021 07:14","25/08/2021 07:14",6.1333,6.1333,0,121.82,118.75,122.4,116.27,NA,NA,NA,NA,NA,NA,NA,NA,0.0059467,8.4947e-05,0.036473,5.4749,0.078207,16.4227272727273,NA,NA,NA,NA,NA,4.19671818181818,NA,2,NA,NA,NA,0,0.0181818181818182,0,NA,"Spot sample in time with no 'duration' at start of interval","","eGylle2","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1941,1937,36543,68,26,2021-08-25 13:22:00,2021-08-25 16:22:00,"25/08/2021 13:22","25/08/2021 13:22",3,3,0,124.82,123.32,125.4,122.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5.4749,0.078207,18.98,NA,NA,NA,NA,NA,4.68716,NA,2,NA,NA,NA,0,0,0,NA,"Spot sample in time with no 'duration' at start of interval","","eGylle2","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1941,1937,36544,69,27,2021-08-25 16:22:00,2021-08-25 18:48:00,"25/08/2021 16:22","25/08/2021 16:22",2.4333,2.4333,0,127.25,126.03,127.83,125.4,NA,NA,NA,NA,NA,NA,NA,NA,0.0051743,7.3913e-05,0.012591,5.4875,0.078387,19.325,NA,NA,NA,NA,NA,3.24235,NA,2,NA,NA,NA,0,0,0,NA,"Spot sample in time with no 'duration' at start of interval","","eGylle2","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1941,1937,36545,70,28,2021-08-25 18:48:00,2021-08-26 07:19:00,"25/08/2021 18:48","25/08/2021 18:48",12.517,12.517,0,139.77,133.51,140.35,127.83,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5.4875,0.078387,13.95,NA,NA,NA,NA,NA,1.95844208333333,NA,2,NA,NA,NA,0,0,0,NA,"Spot sample in time with no 'duration' at start of interval","","eGylle2","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1941,1937,36546,71,29,2021-08-26 07:19:00,2021-08-26 11:02:00,"26/08/2021 07:19","26/08/2021 07:19",3.7167,3.7167,0,143.48,141.63,144.07,140.35,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5.4875,0.078387,13.7785714285714,NA,NA,NA,NA,NA,3.86425714285714,NA,2,NA,NA,NA,0,0,0,NA,"Spot sample in time with no 'duration' at start of interval","","eGylle2","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1941,1937,36547,72,30,2021-08-26 11:02:00,2021-08-26 14:45:00,"26/08/2021 11:02","26/08/2021 11:02",3.7167,3.7167,0,147.2,145.34,147.78,144.07,NA,NA,NA,NA,NA,NA,NA,NA,0.0047687,6.8119e-05,0.017724,5.5052,0.07864,15.125,NA,NA,NA,NA,NA,4.51891666666667,NA,2,NA,NA,NA,0,0,0,NA,"Spot sample in time with no 'duration' at start of interval","","eGylle2","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1941,1937,36548,73,31,2021-08-26 14:45:00,2021-08-26 18:40:00,"26/08/2021 14:45","26/08/2021 14:45",3.9167,3.9167,0,151.12,149.16,151.7,147.78,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5.5052,0.07864,15.2857142857143,NA,NA,NA,NA,NA,3.91464285714286,NA,2,NA,NA,NA,0,0,0,NA,"Spot sample in time with no 'duration' at start of interval","","eGylle2","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1941,1937,36549,74,32,2021-08-26 18:40:00,2021-08-27 07:20:00,"26/08/2021 18:40","26/08/2021 18:40",12.667,12.667,0,163.78,157.45,164.37,151.7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5.5052,0.07864,14.1895833333333,NA,NA,NA,NA,NA,3.63590833333333,NA,2,NA,NA,NA,0,0,0,NA,"Spot sample in time with no 'duration' at start of interval","","eGylle2","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1941,1937,36550,75,33,2021-08-27 07:20:00,2021-08-27 17:29:00,"27/08/2021 07:20","27/08/2021 07:20",10.15,10.15,0,173.93,168.86,174.52,164.37,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5.5052,0.07864,15.1710526315789,NA,NA,NA,NA,NA,4.36525789473684,NA,2,NA,NA,NA,0,0.0105263157894737,0,NA,"Spot sample in time with no 'duration' at start of interval","","eGylle2","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1941,1937,36551,76,34,2021-08-27 17:29:00,2021-08-28 08:02:00,"27/08/2021 17:29","27/08/2021 17:29",14.55,14.55,0,188.48,181.21,189.07,174.52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5.5052,0.07864,14.3258620689655,NA,NA,NA,NA,NA,3.15564137931035,NA,2,NA,NA,NA,0,0,0,NA,"Spot sample in time with no 'duration' at start of interval","","eGylle2","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1941,1937,36552,77,35,2021-08-28 08:02:00,2021-08-28 13:49:00,"28/08/2021 08:02","28/08/2021 08:02",5.7833,5.7833,0,194.27,191.38,194.85,189.07,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5.5052,0.07864,15.11,NA,NA,NA,NA,NA,3.61666,NA,2,NA,NA,NA,0,0,0,NA,"Spot sample in time with no 'duration' at start of interval","","eGylle2","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1941,1937,36553,78,36,2021-08-28 13:49:00,2021-08-29 08:03:00,"28/08/2021 13:49","28/08/2021 13:49",18.233,18.233,0,212.5,203.38,213.08,194.85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5.5052,0.07864,15.0680555555556,NA,NA,NA,NA,NA,2.39911388888889,NA,2,NA,NA,NA,0,0,0,NA,"Spot sample in time with no 'duration' at start of interval","","eGylle2","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1941,1937,36554,79,37,2021-08-29 08:03:00,2021-08-29 13:03:00,"29/08/2021 08:03","29/08/2021 08:03",5,5,0,217.5,215,218.08,213.08,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5.5052,0.07864,15.9333333333333,NA,NA,NA,NA,NA,3.51765555555556,NA,2,NA,NA,NA,0,0,0,NA,"Spot sample in time with no 'duration' at start of interval","","eGylle2","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1941,1937,36555,80,38,2021-08-29 13:03:00,2021-08-30 09:09:00,"29/08/2021 13:03","29/08/2021 13:03",20.1,20.1,0,237.6,227.55,238.18,218.08,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5.5052,0.07864,15.3935897435897,NA,NA,NA,NA,NA,1.57202794871795,NA,2,NA,NA,NA,0,0,0,NA,"Spot sample in time with no 'duration' at start of interval","","eGylle2","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,1940,36572,82,1,2021-11-09 10:20:00,2021-11-09 11:29:00,"09/11/2021 10:20","09/11/2021 10:20",1.2,1.15,0.05,1.2,0.6,1.2333,0.083333,NA,29.795,"mg NH3 /m3",NA,NA,NA,NA,NA,0.16272,0.0053873,0.19527,0.19527,0.0064648,8.6068,NA,NA,NA,NA,NA,2.3736,NA,2,NA,NA,NA,0,0,0,NA,NA,"","eGylle3","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1944,1940,36573,83,2,2021-11-09 11:29:00,2021-11-09 13:25:00,"09/11/2021 11:29","09/11/2021 11:29",1.9,1.9333,-0.033333,3.1,2.15,3.1667,1.2333,NA,30.179,"mg NH3 /m3",NA,NA,NA,NA,NA,0.27217,0.0090106,0.51712,0.71238,0.023585,9.7322,NA,NA,NA,NA,NA,2.9351,NA,2,NA,NA,NA,0,0,0,NA,NA,"","eGylle3","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1944,1940,36574,84,3,2021-11-09 13:25:00,2021-11-09 16:37:00,"09/11/2021 13:25","09/11/2021 13:25",3.2,3.2,0,6.3,4.7,6.3667,3.1667,NA,9.9006,"mg NH3 /m3",NA,NA,NA,NA,NA,0.16812,0.0055661,0.538,1.2504,0.041396,10.6305,NA,NA,NA,NA,NA,2.28546666666667,NA,2,NA,NA,NA,0,0,0,NA,NA,"","eGylle3","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1944,1940,36575,85,4,2021-11-09 16:37:00,2021-11-10 09:17:00,"09/11/2021 16:37","09/11/2021 16:37",16.7,16.667,0.033333,23,14.65,23.033,6.3667,NA,10.907,"mg NH3 /m3",NA,NA,NA,NA,NA,0.02052,0.00067937,0.34269,1.5931,0.052742,5.916040625,NA,NA,NA,NA,NA,1.17384875,NA,2,NA,NA,NA,0,0,0,NA,NA,"","eGylle3","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1944,1940,36576,86,5,2021-11-10 09:17:00,2021-11-10 16:22:00,"10/11/2021 09:17","10/11/2021 09:17",7.1,7.0833,0.016667,30.1,26.55,30.117,23.033,NA,9.5276,"mg NH3 /m3",NA,NA,NA,NA,NA,0.028441,0.00094159,0.20193,1.795,0.059427,8.53493846153846,NA,NA,NA,NA,NA,1.13436076923077,NA,2,NA,NA,NA,0,0,0,NA,NA,"","eGylle3","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1944,1940,36577,87,6,2021-11-10 16:22:00,2021-11-11 09:44:00,"10/11/2021 16:22","10/11/2021 16:22",17.4,17.367,0.033333,47.5,38.8,47.483,30.117,NA,12.984,"mg NH3 /m3",NA,NA,NA,NA,NA,0.0075602,0.0002503,0.13155,1.9265,0.063782,7.13355294117647,NA,NA,NA,NA,NA,1.08632411764706,NA,2,NA,NA,NA,0,0,0,NA,NA,"","eGylle3","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1944,1940,36578,88,7,2021-11-11 09:44:00,2021-11-12 08:55:00,"11/11/2021 09:44","11/11/2021 09:44",23.2,23.183,0.016667,70.7,59.1,70.667,47.483,NA,16.262,"mg NH3 /m3",NA,NA,NA,NA,NA,0.02124,0.00070321,0.49278,2.4193,0.080097,7.64241111111111,NA,NA,NA,NA,NA,1.64684244444444,NA,2,NA,NA,NA,0,0,0,NA,NA,"","eGylle3","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1944,1940,36579,89,8,2021-11-12 08:55:00,2021-11-13 10:46:00,"12/11/2021 08:55","12/11/2021 08:55",25.9,25.85,0.05,96.6,83.65,96.517,70.667,NA,13.219,"mg NH3 /m3",NA,NA,NA,NA,NA,0.02124,0.00070321,0.55013,2.9695,0.09831,7.76422156862745,NA,NA,NA,NA,NA,2.76566862745098,NA,2,NA,NA,NA,0,0,0,NA,NA,"m i","eGylle3","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1943,1939,36564,91,1,2021-11-09 10:20:00,2021-11-09 11:29:00,"09/11/2021 10:20","09/11/2021 10:20",1.2,1.15,0.05,1.2,0.6,1.2333,0.083333,NA,6.0138,"mg NH3 /m3",NA,NA,NA,NA,NA,0.18414,0.0060962,0.22096,0.22096,0.0073155,8.6068,NA,NA,NA,NA,NA,2.3736,NA,2,NA,NA,NA,0,0,0,NA,NA,"","eGylle3","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1943,1939,36565,92,2,2021-11-09 11:29:00,2021-11-09 13:25:00,"09/11/2021 11:29","09/11/2021 11:29",1.9,1.9333,-0.033333,3.1,2.15,3.1667,1.2333,NA,4.4996,"mg NH3 /m3",NA,NA,NA,NA,NA,0.21085,0.0069808,0.40062,0.62159,0.020579,9.7322,NA,NA,NA,NA,NA,2.9351,NA,2,NA,NA,NA,0,0,0,NA,NA,"","eGylle3","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1943,1939,36566,93,3,2021-11-09 13:25:00,2021-11-09 16:37:00,"09/11/2021 13:25","09/11/2021 13:25",3.2,3.2,0,6.3,4.7,6.3667,3.1667,NA,4.2506,"mg NH3 /m3",NA,NA,NA,NA,NA,0.12993,0.0043016,0.41578,1.0374,0.034344,10.6305,NA,NA,NA,NA,NA,2.28546666666667,NA,2,NA,NA,NA,0,0,0,NA,NA,"","eGylle3","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1943,1939,36567,94,4,2021-11-09 16:37:00,2021-11-10 09:17:00,"09/11/2021 16:37","09/11/2021 16:37",16.7,16.667,0.033333,23,14.65,23.033,6.3667,NA,9.3185,"mg NH3 /m3",NA,NA,NA,NA,NA,0.066866,0.0022137,1.1167,2.154,0.071314,5.916040625,NA,NA,NA,NA,NA,1.17384875,NA,2,NA,NA,NA,0,0,0,NA,NA,"","eGylle3","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1943,1939,36568,95,5,2021-11-10 09:17:00,2021-11-10 16:22:00,"10/11/2021 09:17","10/11/2021 09:17",7.1,7.0833,0.016667,30.1,26.55,30.117,23.033,NA,7.9882,"mg NH3 /m3",NA,NA,NA,NA,NA,0.034369,0.0011378,0.24402,2.398,0.079392,8.53493846153846,NA,NA,NA,NA,NA,1.13436076923077,NA,2,NA,NA,NA,0,0,0,NA,NA,"","eGylle3","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1943,1939,36569,96,6,2021-11-10 16:22:00,2021-11-11 09:44:00,"10/11/2021 16:22","10/11/2021 16:22",17.4,17.367,0.033333,47.5,38.8,47.483,30.117,NA,11.362,"mg NH3 /m3",NA,NA,NA,NA,NA,0.023984,0.00079405,0.41733,2.8154,0.093209,7.13355294117647,NA,NA,NA,NA,NA,1.08632411764706,NA,2,NA,NA,NA,0,0,0,NA,NA,"","eGylle3","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1943,1939,36570,97,7,2021-11-11 09:44:00,2021-11-12 08:55:00,"11/11/2021 09:44","11/11/2021 09:44",23.2,23.183,0.016667,70.7,59.1,70.667,47.483,NA,10.593,"mg NH3 /m3",NA,NA,NA,NA,NA,0.020711,0.00068568,0.48049,3.2959,0.10912,7.64241111111111,NA,NA,NA,NA,NA,1.64684244444444,NA,2,NA,NA,NA,0,0,0,NA,NA,"","eGylle3","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1943,1939,36571,98,8,2021-11-12 08:55:00,2021-11-13 10:46:00,"12/11/2021 08:55","12/11/2021 08:55",25.9,25.85,0.05,96.6,83.65,96.517,70.667,NA,5.2886,"mg NH3 /m3",NA,NA,NA,NA,NA,0.017686,0.00058553,0.45807,3.7539,0.12428,7.76422156862745,NA,NA,NA,NA,NA,2.76566862745098,NA,2,NA,NA,NA,0,0,0,NA,NA,"","eGylle3","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1942,1938,36556,100,1,2021-11-09 10:20:00,2021-11-09 11:29:00,"09/11/2021 10:20","09/11/2021 10:20",1.2,1.15,0.05,1.2,0.6,1.2333,0.083333,NA,NA,NA,NA,NA,NA,NA,NA,0.21739,0.007197,0.26086,0.26086,0.0086364,8.6068,NA,NA,NA,NA,NA,2.3736,NA,2,NA,NA,NA,0,0,0,NA,NA,"","eGylle3","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1942,1938,36557,101,2,2021-11-09 11:29:00,2021-11-09 13:25:00,"09/11/2021 11:29","09/11/2021 11:29",1.9,1.9333,-0.033333,3.1,2.15,3.1667,1.2333,NA,NA,NA,NA,NA,NA,NA,NA,0.31383,0.01039,0.59628,0.85714,0.028377,9.7322,NA,NA,NA,NA,NA,2.9351,NA,2,NA,NA,NA,0,0,0,NA,NA,"","eGylle3","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1942,1938,36558,102,3,2021-11-09 13:25:00,2021-11-09 16:37:00,"09/11/2021 13:25","09/11/2021 13:25",3.2,3.2,0,6.3,4.7,6.3667,3.1667,NA,NA,NA,NA,NA,NA,NA,NA,0.18524,0.0061327,0.59276,1.4499,0.048002,10.6305,NA,NA,NA,NA,NA,2.28546666666667,NA,2,NA,NA,NA,0,0,0,NA,NA,"","eGylle3","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1942,1938,36559,103,4,2021-11-09 16:37:00,2021-11-10 09:17:00,"09/11/2021 16:37","09/11/2021 16:37",16.7,16.667,0.033333,23,14.65,23.033,6.3667,NA,NA,NA,NA,NA,NA,NA,NA,0.041203,0.0013641,0.68808,2.138,0.070782,5.916040625,NA,NA,NA,NA,NA,1.17384875,NA,2,NA,NA,NA,0,0,0,NA,NA,"","eGylle3","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1942,1938,36560,104,5,2021-11-10 09:17:00,2021-11-10 16:22:00,"10/11/2021 09:17","10/11/2021 09:17",7.1,7.0833,0.016667,30.1,26.55,30.117,23.033,NA,NA,NA,NA,NA,NA,NA,NA,0.037373,0.0012373,0.26535,2.4033,0.079567,8.53493846153846,NA,NA,NA,NA,NA,1.13436076923077,NA,2,NA,NA,NA,0,0,0,NA,NA,"","eGylle3","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1942,1938,36561,105,6,2021-11-10 16:22:00,2021-11-11 09:44:00,"10/11/2021 16:22","10/11/2021 16:22",17.4,17.367,0.033333,47.5,38.8,47.483,30.117,NA,NA,NA,NA,NA,NA,NA,NA,0.02065,0.00068365,0.35931,2.7626,0.091463,7.13355294117647,NA,NA,NA,NA,NA,1.08632411764706,NA,2,NA,NA,NA,0,0,0,NA,NA,"","eGylle3","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1942,1938,36562,106,7,2021-11-11 09:44:00,2021-11-12 08:55:00,"11/11/2021 09:44","11/11/2021 09:44",23.2,23.183,0.016667,70.7,59.1,70.667,47.483,NA,NA,NA,NA,NA,NA,NA,NA,0.031058,0.0010282,0.72054,3.4832,0.11532,7.64241111111111,NA,NA,NA,NA,NA,1.64684244444444,NA,2,NA,NA,NA,0,0,0,NA,NA,"","eGylle3","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
1942,1938,36563,107,8,2021-11-12 08:55:00,2021-11-13 10:46:00,"12/11/2021 08:55","12/11/2021 08:55",25.9,25.85,0.05,96.6,83.65,96.517,70.667,NA,NA,NA,NA,NA,NA,NA,NA,0.039056,0.001293,1.0115,4.4947,0.14881,7.76422156862745,NA,NA,NA,NA,NA,2.76566862745098,NA,2,NA,NA,NA,0,0,0,NA,NA,"","eGylle3","../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx"
