"institute","proj","exper","field","plot","rep","app.start","sub.period","file","treat","meas.tech","meas.tech.det","rep2","cpmid","pub.id","plot.area","lat","long","country","topo","clay","silt","sand","oc","soil.type","soil.water","soil.water.v","soil.moist","soil.ph","soil.dens","crop.res","till","man.source","man.source.det","man.bed","man.con","man.trt1","man.trt2","man.stor","man.dm","man.vs","man.tkn","man.tan","man.tic","man.ua","man.vfa","man.ph","app.end","app.method","app.rate","app.rate.unit","incorp","time.incorp","man.area","dist.inj","furrow.z","furrow.w","crop","crop.z","crop.area","lai","notes.plot","row.in.file.plot","man.trt3","app.start.orig","app.end.orig","cpid","ceid","flag.plot","submitter","tan.app","e.1","e.4","e.6","e.12","e.24","e.48","e.72","e.96","e.168","e.final","e.tot","e.cum.1","e.cum.4","e.cum.6","e.cum.12","e.cum.24","e.cum.48","e.cum.72","e.cum.96","e.cum.168","e.cum.final","e.cum.tot","e.rel.1","e.rel.4","e.rel.6","e.rel.12","e.rel.24","e.rel.48","e.rel.72","e.rel.96","e.rel.168","e.rel.final","e.rel.tot","rain.1","rain.4","rain.6","rain.12","rain.24","rain.48","rain.72","rain.96","rain.168","rain.final","rain.tot","air.temp.1","air.temp.4","air.temp.6","air.temp.12","air.temp.24","air.temp.48","air.temp.72","air.temp.96","air.temp.168","air.temp.mn","soil.temp.1","soil.temp.4","soil.temp.6","soil.temp.12","soil.temp.24","soil.temp.48","soil.temp.72","soil.temp.96","soil.temp.168","soil.temp.mn","soil.temp.surf.1","soil.temp.surf.4","soil.temp.surf.6","soil.temp.surf.12","soil.temp.surf.24","soil.temp.surf.48","soil.temp.surf.72","soil.temp.surf.96","soil.temp.surf.168","soil.temp.surf.mn","wind.1","wind.4","wind.6","wind.12","wind.24","wind.48","wind.72","wind.96","wind.168","wind.mn","wind.2m.1","wind.2m.4","wind.2m.6","wind.2m.12","wind.2m.24","wind.2m.48","wind.2m.72","wind.2m.96","wind.2m.168","wind.2m.mn","rad.1","rad.4","rad.6","rad.12","rad.24","rad.48","rad.72","rad.96","rad.168","rad.mn","rain.rate.1","rain.rate.4","rain.rate.6","rain.rate.12","rain.rate.24","rain.rate.48","rain.rate.72","rain.rate.96","rain.rate.168","rain.rate.mn","rh.1","rh.4","rh.6","rh.12","rh.24","rh.48","rh.72","rh.96","rh.168","rh.mn","first.row.in.file.int","last.row.in.file.int","n.ints","dt1","j.rel1","j.NH31","dt.min","dt.max","ct.min","ct.max","t.start.p","t.end.p","air.temp.z","soil.temp.z","wind.z","wind.loc","far.loc","pub.info","soil.type2","exper2","acid","meas.tech.orig","meas.tech2","crop.orig","man.source.orig","app.method.orig","app.method2","incorp.orig","date.start","flag.int","soil.samp.z","inst","pid","pmid","eid"
"AU","MAG","testB","A","plot9","7",2022-11-16 11:54:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx","DFC","Dynamic chamber",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testB.F:A.P:plot9.T:DFC.R:7.R2:.T:2022-11-16 11:54:00.M:Dynamic chamberNA",NA,0.38,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.22,NA,"Wet",NA,1.3,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","Anaerobic digestion",NA,NA,5.43,NA,2.61,1.83,NA,NA,NA,7.5,2022-11-23 08:29:00,"bsth",35,"t/ha","none",NA,NA,NA,NA,NA,"stubble",8,NA,NA,NA,23,NA,"1668599640","1669192140","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testB.F:A.P:plot9.T:DFC.R:7.R2:.T:2022-11-16 11:54:00","D:1.I:AU.Pr:MAG.E:testB","","Pedersen, Johanna; Kamp, Jesper",64,NA,10.9,14.7,21.7,29,35.4,38.6,40.7,NA,44.9,44.9,NA,10.9,14.7,21.7,29,35.4,38.6,40.7,NA,44.9,44.9,NA,0.171,0.229,0.339,0.453,0.553,0.603,0.635,NA,0.702,0.702,NA,0,0,0,0,0,0,0,NA,0,0,NA,8.3,8.27,7.85,6.92,5.97,4.8,3.63,2.04,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,988,1070,87,1.73,0.0484,3.1,1.72,5.2,1.73,165,2022-11-16 11:54:00,2022-11-23 06:45:00,2,NA,NA,"Plot",NA,NA,NA,NA,FALSE,"Dynamic chamber","chamber","Stubble","Mix","Band spread or trailing hose","bsth","None",2022-11-16,"","0-5",205,2265,2269,396
"AU","MAG","testC","A","plot10inj","7",2022-11-24 13:30:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx","DFC_inj","Dynamic chamber",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testC.F:A.P:plot10inj.T:DFC_inj.R:7.R2:.T:2022-11-24 13:30:00.M:Dynamic chamberNA",NA,0.38,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.22,NA,"Wet",NA,1.3,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","Anaerobic digestion",NA,NA,5.03,NA,2.73,1.93,NA,NA,NA,7.6,2022-12-02 22:44:00,"os",35,"t/ha","none",NA,NA,NA,NA,NA,"stubble",8,NA,NA,NA,33,NA,"1669296600","1670021040","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testC.F:A.P:plot10inj.T:DFC_inj.R:7.R2:.T:2022-11-24 13:30:00","D:1.I:AU.Pr:MAG.E:testC","","Pedersen, Johanna; Kamp, Jesper",67.6,NA,0.209,0.325,0.687,1.43,2.5,3.6,4.47,5.88,6.37,6.37,NA,0.209,0.325,0.687,1.43,2.5,3.6,4.47,5.88,6.37,6.37,NA,0.00309,0.00482,0.0102,0.0211,0.037,0.0533,0.0661,0.0871,0.0943,0.0943,NA,0,0,0,0,0,0,0,0,0,0,NA,6.87,6.82,6.68,6.77,6.4,6.59,6.4,5.21,5.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080,1220,143,1.33,0.000686,0.0463,1.32,2.67,1.33,201,2022-11-24 13:30:00,2022-12-02 21:24:00,2,NA,NA,"Plot",NA,NA,NA,NA,FALSE,"Dynamic chamber","chamber","Stubble","Mix","Open slot injection","os","None",2022-11-24,"","0-5",205,2266,2270,397
"AU","MAG","testC","A","plot1th","1",2022-11-24 12:01:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx","DFC_th","Dynamic chamber",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testC.F:A.P:plot1th.T:DFC_th.R:1.R2:.T:2022-11-24 12:01:00.M:Dynamic chamberNA",NA,0.38,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.22,NA,"Wet",NA,1.3,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","Anaerobic digestion",NA,NA,5.03,NA,2.73,1.93,NA,NA,NA,7.6,2022-12-02 22:35:00,"bsth",35,"t/ha","none",NA,NA,NA,NA,NA,"stubble",8,NA,NA,NA,35,NA,"1669291260","1670020500","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testC.F:A.P:plot1th.T:DFC_th.R:1.R2:.T:2022-11-24 12:01:00","D:1.I:AU.Pr:MAG.E:testC","","Pedersen, Johanna; Kamp, Jesper",67.6,NA,4.68,6.61,10.9,16.1,20,22.4,23.9,26.6,27.5,27.5,NA,4.68,6.61,10.9,16.1,20,22.4,23.9,26.6,27.5,27.5,NA,0.0693,0.0979,0.162,0.238,0.296,0.331,0.354,0.394,0.407,0.407,NA,0,0,0,0,0,0,0,0,0,0,NA,6.73,6.75,6.68,6.72,6.37,6.58,6.4,5.25,5.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2100,2240,136,1.33,0.0179,1.21,1.32,4,1.33,203,2022-11-24 12:01:00,2022-12-02 21:15:00,2,NA,NA,"Plot",NA,NA,NA,NA,FALSE,"Dynamic chamber","chamber","Stubble","Mix","Band spread or trailing hose","bsth","None",2022-11-24,"","0-5",205,2267,2271,397
"AU","MAG","testC","A","plot20inj","1",2022-11-24 11:42:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx","bLS_inj","bLS",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testC.F:A.P:plot20inj.T:bLS_inj.R:1.R2:.T:2022-11-24 11:42:00.M:bLSNA",NA,47,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.22,NA,"Wet",NA,1.3,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","Anaerobic digestion",NA,NA,5.03,NA,2.73,1.93,NA,NA,NA,7.6,2022-11-24 11:43:00,"os",35,"t/ha","none",NA,NA,NA,NA,NA,"stubble",8,NA,NA,NA,34,NA,"1669290120","1669290180","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testC.F:A.P:plot20inj.T:bLS_inj.R:1.R2:.T:2022-11-24 11:42:00","D:1.I:AU.Pr:MAG.E:testC","m i","Pedersen, Johanna; Kamp, Jesper",67.6,0.0013,0.00591,0.00732,0.0206,0.0694,0.125,0.224,0.241,0.24,0.241,0.241,0.0013,0.00591,0.00732,0.0206,0.0694,0.125,0.224,0.241,0.24,0.241,0.241,1.93e-05,8.75e-05,0.000108,0.000305,0.00103,0.00186,0.00332,0.00356,0.00356,0.00357,0.00357,0,0,0,0,0,1,1,1,1,1,1,6.1,6.33,6.52,6.59,6.66,6.43,6.54,6.41,5.3,5.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.976,0.979,2.21,2.36,2.3,2.18,2.4,2.19,2.07,2.28,2.19,2.19,2.54,2.71,2.64,2.51,2.76,2.52,2.38,2.62,2.52,2.52,1,1,1,0.521,0.333,0.354,0.361,0.354,0.339,0.342,0,0,0,0,0,0.0208,0.0139,0.0104,0.00595,0.00595,1,1,1,1,1,1,1,1,1,1,3620,3960,337,0.5,1.62e-05,0.00109,0.5,0.5,0.5,168,2022-11-24 10:30:00,2022-12-01 10:30:00,2,"FALSE",1,"Field",NA,NA,NA,NA,FALSE,"bLS","micro met","Stubble","Mix","Open slot injection","os","None",2022-11-24,"m i","0-5",205,2268,2272,397
"AU","MAG","testC","A","plot20th","1",2022-11-24 11:18:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx","bLS_th","bLS",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testC.F:A.P:plot20th.T:bLS_th.R:1.R2:.T:2022-11-24 11:18:00.M:bLSNA",NA,56,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.22,NA,"Wet",NA,1.3,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","Anaerobic digestion",NA,NA,5.03,NA,2.73,1.93,NA,NA,NA,7.6,2022-11-24 11:19:00,"bsth",35,"t/ha","none",NA,NA,NA,NA,NA,"stubble",8,NA,NA,NA,41,NA,"1669288680","1669288740","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testC.F:A.P:plot20th.T:bLS_th.R:1.R2:.T:2022-11-24 11:18:00","D:1.I:AU.Pr:MAG.E:testC","m i","Pedersen, Johanna; Kamp, Jesper",67.6,0.00588,1.08,1.53,2.42,3.86,4.56,5.02,5.54,6.52,6.52,6.52,0.00588,1.08,1.53,2.42,3.86,4.56,5.02,5.54,6.52,6.52,6.52,8.7e-05,0.016,0.0227,0.0358,0.0571,0.0675,0.0743,0.082,0.0965,0.0965,0.0965,0,0,0,0,0,1,1,1,1,1,1,6.1,6.33,6.52,6.59,6.66,6.43,6.54,6.41,5.3,5.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.976,0.979,2.21,2.36,2.3,2.18,2.4,2.19,2.07,2.28,2.2,2.2,2.54,2.71,2.64,2.51,2.76,2.52,2.38,2.62,2.53,2.53,1,1,1,0.521,0.333,0.354,0.361,0.354,0.339,0.342,0,0,0,0,0,0.0208,0.0139,0.0104,0.00595,0.00595,1,1,1,1,1,1,1,1,1,1,3280,3620,337,0.5,1.4e-05,0.000944,0.5,0.5,0.5,168,2022-11-24 10:30:00,2022-12-01 10:30:00,2,"FALSE",1,"Field",NA,NA,NA,NA,FALSE,"bLS","micro met","Stubble","Mix","Band spread or trailing hose","bsth","None",2022-11-24,"m i","0-5",205,2269,2273,397
"AU","MAG","testC","A","plot2inj","1",2022-11-24 12:26:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx","DFC_inj","Dynamic chamber",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testC.F:A.P:plot2inj.T:DFC_inj.R:1.R2:.T:2022-11-24 12:26:00.M:Dynamic chamberNA",NA,0.38,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.22,NA,"Wet",NA,1.3,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","Anaerobic digestion",NA,NA,5.03,NA,2.73,1.93,NA,NA,NA,7.6,2022-12-02 23:00:00,"os",35,"t/ha","none",NA,NA,NA,NA,NA,"stubble",8,NA,NA,NA,27,NA,"1669292760","1670022000","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testC.F:A.P:plot2inj.T:DFC_inj.R:1.R2:.T:2022-11-24 12:26:00","D:1.I:AU.Pr:MAG.E:testC","","Pedersen, Johanna; Kamp, Jesper",67.6,NA,0.186,0.309,0.727,1.48,2.39,3.11,3.6,4.43,4.74,4.74,NA,0.186,0.309,0.727,1.48,2.39,3.11,3.6,4.43,4.74,4.74,NA,0.00276,0.00458,0.0108,0.0219,0.0354,0.046,0.0533,0.0656,0.0701,0.0701,NA,0,0,0,0,0,0,0,0,0,0,NA,6.77,6.78,6.69,6.76,6.37,6.56,6.4,5.23,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1220,1360,144,1.33,0.00058,0.0392,1.32,2.67,1.33,203,2022-11-24 12:26:00,2022-12-02 21:40:00,2,NA,NA,"Plot",NA,NA,NA,NA,FALSE,"Dynamic chamber","chamber","Stubble","Mix","Open slot injection","os","None",2022-11-24,"","0-5",205,2270,2274,397
"AU","MAG","testC","A","plot3inj","2",2022-11-24 12:34:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx","DFC_inj","Dynamic chamber",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testC.F:A.P:plot3inj.T:DFC_inj.R:2.R2:.T:2022-11-24 12:34:00.M:Dynamic chamberNA",NA,0.38,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.22,NA,"Wet",NA,1.3,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","Anaerobic digestion",NA,NA,5.03,NA,2.73,1.93,NA,NA,NA,7.6,2022-12-02 23:08:00,"os",35,"t/ha","none",NA,NA,NA,NA,NA,"stubble",8,NA,NA,NA,28,NA,"1669293240","1670022480","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testC.F:A.P:plot3inj.T:DFC_inj.R:2.R2:.T:2022-11-24 12:34:00","D:1.I:AU.Pr:MAG.E:testC","","Pedersen, Johanna; Kamp, Jesper",67.6,NA,0.045,0.0766,0.211,0.528,1.03,1.49,1.82,2.65,3.07,3.07,NA,0.045,0.0766,0.211,0.528,1.03,1.49,1.82,2.65,3.07,3.07,NA,0.000666,0.00113,0.00313,0.00781,0.0152,0.0221,0.027,0.0392,0.0455,0.0455,NA,0,0,0,0,0,0,0,0,0,0,NA,6.87,6.85,6.71,6.83,6.39,6.58,6.41,5.22,5.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1360,1510,150,1.33,0.000128,0.00864,1.32,2.67,1.33,203,2022-11-24 12:34:00,2022-12-02 21:48:00,2,NA,NA,"Plot",NA,NA,NA,NA,FALSE,"Dynamic chamber","chamber","Stubble","Mix","Open slot injection","os","None",2022-11-24,"","0-5",205,2271,2275,397
"AU","MAG","testC","A","plot3th","2",2022-11-24 12:17:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx","DFC_th","Dynamic chamber",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testC.F:A.P:plot3th.T:DFC_th.R:2.R2:.T:2022-11-24 12:17:00.M:Dynamic chamberNA",NA,0.38,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.22,NA,"Wet",NA,1.3,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","Anaerobic digestion",NA,NA,5.03,NA,2.73,1.93,NA,NA,NA,7.6,2022-12-02 22:51:00,"bsth",35,"t/ha","none",NA,NA,NA,NA,NA,"stubble",8,NA,NA,NA,36,NA,"1669292220","1670021460","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testC.F:A.P:plot3th.T:DFC_th.R:2.R2:.T:2022-11-24 12:17:00","D:1.I:AU.Pr:MAG.E:testC","","Pedersen, Johanna; Kamp, Jesper",67.6,NA,5.57,7.71,12,16.5,19.7,21.5,22.6,24.3,24.7,24.7,NA,5.57,7.71,12,16.5,19.7,21.5,22.6,24.3,24.7,24.7,NA,0.0825,0.114,0.178,0.244,0.291,0.319,0.335,0.36,0.366,0.366,NA,0,0,0,0,0,0,0,0,0,0,NA,6.77,6.78,6.69,6.76,6.37,6.57,6.4,5.24,5.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2240,2370,136,1.33,0.0221,1.49,1.32,4,1.33,203,2022-11-24 12:17:00,2022-12-02 21:31:00,2,NA,NA,"Plot",NA,NA,NA,NA,FALSE,"Dynamic chamber","chamber","Stubble","Mix","Band spread or trailing hose","bsth","None",2022-11-24,"","0-5",205,2272,2276,397
"AU","MAG","testC","A","plot4inj","3",2022-11-24 12:42:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx","DFC_inj","Dynamic chamber",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testC.F:A.P:plot4inj.T:DFC_inj.R:3.R2:.T:2022-11-24 12:42:00.M:Dynamic chamberNA",NA,0.38,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.22,NA,"Wet",NA,1.3,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","Anaerobic digestion",NA,NA,5.03,NA,2.73,1.93,NA,NA,NA,7.6,2022-12-02 23:16:00,"os",35,"t/ha","none",NA,NA,NA,NA,NA,"stubble",8,NA,NA,NA,29,NA,"1669293720","1670022960","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testC.F:A.P:plot4inj.T:DFC_inj.R:3.R2:.T:2022-11-24 12:42:00","D:1.I:AU.Pr:MAG.E:testC","","Pedersen, Johanna; Kamp, Jesper",67.6,NA,0.0865,0.124,0.237,0.477,0.863,1.22,1.51,2.09,2.3,2.3,NA,0.0865,0.124,0.237,0.477,0.863,1.22,1.51,2.09,2.3,2.3,NA,0.00128,0.00183,0.00351,0.00706,0.0128,0.018,0.0223,0.031,0.034,0.034,NA,0,0,0,0,0,0,0,0,0,0,NA,6.87,6.85,6.71,6.83,6.39,6.58,6.41,5.21,5.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1510,1660,152,1.33,0.000339,0.0229,1.32,1.33,1.33,203,2022-11-24 12:42:00,2022-12-02 21:56:00,2,NA,NA,"Plot",NA,NA,NA,NA,FALSE,"Dynamic chamber","chamber","Stubble","Mix","Open slot injection","os","None",2022-11-24,"","0-5",205,2273,2277,397
"AU","MAG","testC","A","plot4th","3",2022-11-24 12:25:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx","DFC_th","Dynamic chamber",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testC.F:A.P:plot4th.T:DFC_th.R:3.R2:.T:2022-11-24 12:25:00.M:Dynamic chamberNA",NA,0.38,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.22,NA,"Wet",NA,1.3,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","Anaerobic digestion",NA,NA,5.03,NA,2.73,1.93,NA,NA,NA,7.6,2022-12-02 22:59:00,"bsth",35,"t/ha","none",NA,NA,NA,NA,NA,"stubble",8,NA,NA,NA,37,NA,"1669292700","1670021940","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testC.F:A.P:plot4th.T:DFC_th.R:3.R2:.T:2022-11-24 12:25:00","D:1.I:AU.Pr:MAG.E:testC","","Pedersen, Johanna; Kamp, Jesper",67.6,NA,5.94,8.25,13,18.2,22.6,25.6,27.7,31.9,33.4,33.4,NA,5.94,8.25,13,18.2,22.6,25.6,27.7,31.9,33.4,33.4,NA,0.0879,0.122,0.192,0.269,0.334,0.379,0.411,0.472,0.495,0.495,NA,0,0,0,0,0,0,0,0,0,0,NA,6.77,6.78,6.69,6.76,6.37,6.57,6.4,5.24,5.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2370,2510,136,1.33,0.0233,1.57,1.32,4,1.33,203,2022-11-24 12:25:00,2022-12-02 21:39:00,2,NA,NA,"Plot",NA,NA,NA,NA,FALSE,"Dynamic chamber","chamber","Stubble","Mix","Band spread or trailing hose","bsth","None",2022-11-24,"","0-5",205,2274,2278,397
"AU","MAG","testC","A","plot5inj","4",2022-11-24 12:50:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx","DFC_inj","Dynamic chamber",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testC.F:A.P:plot5inj.T:DFC_inj.R:4.R2:.T:2022-11-24 12:50:00.M:Dynamic chamberNA",NA,0.38,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.22,NA,"Wet",NA,1.3,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","Anaerobic digestion",NA,NA,5.03,NA,2.73,1.93,NA,NA,NA,7.6,2022-12-02 23:24:00,"os",35,"t/ha","none",NA,NA,NA,NA,NA,"stubble",8,NA,NA,NA,30,NA,"1669294200","1670023440","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testC.F:A.P:plot5inj.T:DFC_inj.R:4.R2:.T:2022-11-24 12:50:00","D:1.I:AU.Pr:MAG.E:testC","","Pedersen, Johanna; Kamp, Jesper",67.6,NA,0.164,0.302,0.822,1.84,3.15,4.2,5.02,6.66,7.26,7.26,NA,0.164,0.302,0.822,1.84,3.15,4.2,5.02,6.66,7.26,7.26,NA,0.00243,0.00448,0.0122,0.0272,0.0466,0.0621,0.0744,0.0986,0.108,0.108,NA,0,0,0,0,0,0,0,0,0,0,NA,6.83,6.82,6.69,6.82,6.38,6.58,6.41,5.21,5.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1660,1820,152,1.33,0.000431,0.0291,1.32,1.33,1.33,203,2022-11-24 12:50:00,2022-12-02 22:04:00,2,NA,NA,"Plot",NA,NA,NA,NA,FALSE,"Dynamic chamber","chamber","Stubble","Mix","Open slot injection","os","None",2022-11-24,"","0-5",205,2275,2279,397
