"row.in.file.int","air.temp","soil.temp","wind"
1014,13.7,13.4,1.53
1015,12.8,13.1,2.13
1016,19.6,13.3,4.13
1017,19.6,13.8,4.62
1018,17.2,13.6,3.69
1019,12.3,11.9,2.78
1020,19.8,13,2.79
1021,21.1,14.3,2.71
1022,20.2,14.4,2.23
1023,17.6,14,1.48
1024,12.1,12.2,1.31
1025,18.2,12.7,2.44
1026,20.5,14.2,2.08
1027,20.4,14.6,1.09
1028,18,14.3,0.963
1029,12.1,12.3,0.946
1030,21,13,3.28
1031,21.9,13.9,4.51
1032,20.9,14.3,4.45
1033,18.4,14,1.1
1034,13.3,12.4,2.13
1035,17.9,13.9,2.67
1036,18.1,14.9,3.32
1037,10.5,12.5,1.1
1038,19,13.5,2.06
1039,19.1,14.7,2.51
1040,14.6,13.3,1.35
1041,21.2,14.6,2.88
1042,20.2,15.5,3.28
1043,13.7,13.4,1.53
1044,12.7,13.1,2.08
1045,19.5,13.9,4.73
1046,12.8,12.1,2.86
1047,19.9,13,2.8
1048,21.1,14.3,2.71
1049,20.2,14.4,2.23
1050,17.4,13.9,1.52
1051,12.1,12.2,1.31
1052,18.2,12.7,2.44
1053,20.5,14.2,2.1
1054,20.4,14.6,1.09
1055,17.9,14.3,0.997
1056,12.1,12.3,0.947
1057,21.1,13.1,3.29
1058,21.9,13.9,4.51
1059,20.9,14.3,4.43
1060,18.4,14,1.1
1061,13.3,12.4,2.14
1062,17.9,13.9,2.66
1063,18.1,14.9,3.36
1064,10.5,12.5,1.1
1065,19,13.5,2.06
1066,18.7,14.6,2.31
1067,14.6,13.3,1.34
1068,21.2,14.9,2.81
1069,20.2,15.5,3.28
1070,13.7,13.4,1.53
1071,12.8,13.1,2.13
1072,19.6,13.3,4.1
1073,19.6,13.8,4.62
1074,17.2,13.6,3.69
1075,12.3,11.9,2.78
1076,19.8,13,2.79
1077,21.1,14.3,2.7
1078,20.2,14.4,2.23
1079,17.5,13.9,1.49
1080,12.1,12.2,1.31
1081,18.2,12.7,2.44
1082,20.5,14.2,2.08
1083,20.4,14.6,1.09
1084,18,14.3,0.963
1085,12.1,12.3,0.946
1086,21,13,3.28
1087,21.9,13.9,4.51
1088,20.9,14.3,4.45
1089,18.4,14,1.1
1090,13.3,12.4,2.13
1091,17.9,13.9,2.67
1092,18.1,14.9,3.32
1093,10.5,12.5,1.1
1094,19,13.5,2.06
1095,19.1,14.7,2.51
1096,14.6,13.3,1.34
1097,21.2,14.6,2.88
1098,20.2,15.5,3.28
1099,13.7,13.4,1.53
1100,12.7,13.1,2.08
1101,20.2,13.5,4.11
1102,19.6,13.9,4.65
1103,17.2,13.6,3.67
1104,12.3,11.9,2.78
1105,19.9,13,2.8
1106,21.1,14.3,2.71
1107,20.2,14.4,2.23
1108,17.4,13.9,1.52
1109,12.1,12.2,1.31
1110,18.2,12.7,2.44
1111,20.5,14.2,2.1
1112,20.4,14.6,1.07
1113,17.9,14.3,0.997
1114,12.1,12.3,0.947
1115,21.1,13.1,3.29
1116,21.9,13.9,4.51
1117,20.9,14.3,4.43
1118,18.4,14,1.1
1119,13.3,12.4,2.14
1120,17.9,13.9,2.66
1121,18.1,14.9,3.36
1122,10.5,12.5,1.08
1123,19,13.5,2.06
1124,18.7,14.6,2.31
1125,14.6,13.3,1.34
1126,21.2,14.9,2.81
1127,20.2,15.5,3.3
1128,13.7,13.4,1.53
1129,12.8,13.1,2.13
1130,18.6,12.9,3.69
1131,19.6,13.8,4.62
1132,17.2,13.6,3.69
1133,12.3,11.9,2.78
1134,19.5,12.8,2.74
1135,21,14.1,2.7
1136,20.8,14.5,2.62
1137,17.9,14,1.51
1138,12,12.2,1.31
1139,18,12.6,2.36
1140,20.3,14.1,2.05
1141,20.7,14.7,1.45
1142,18.7,14.4,0.793
1143,11.5,12.2,0.793
1144,20.5,12.6,3.11
1145,21.8,13.8,4.37
1146,20.9,14.3,4.45
1147,18.4,14,1.1
1148,13.2,12.4,2.09
1149,17.7,13.7,2.68
1150,18.1,14.9,3.29
1151,10.2,12.5,1.04
1152,18.9,13.4,2.09
1153,19.1,14.7,2.52
1154,14.6,13.3,1.35
1155,21.1,14.6,2.89
1156,20.2,15.5,3.24
1157,13.7,13.5,1.53
1158,12.7,13.1,2.09
1159,19.3,13.2,4.06
1160,19.5,13.9,4.73
1161,16.5,13.4,3.35
1162,12.2,11.9,2.79
1163,19.7,12.9,2.77
1164,21,14.1,2.69
1165,20.3,14.4,2.31
1166,17.7,14,1.48
1167,12.2,12.2,1.34
1168,18.2,12.6,2.41
1169,20.4,14.1,2.06
1170,20.7,14.7,1.44
1171,17.5,14.2,0.831
1172,11.4,12.2,0.793
1173,20.9,12.9,3.26
1174,21.9,13.9,4.49
1175,20.9,14.3,4.43
1176,18.3,14,1.01
1177,13.3,12.4,2.14
1178,17.8,13.8,2.69
1179,18.1,14.9,3.36
1180,10.5,12.5,1.08
1181,19.1,13.6,2.05
1182,18.7,14.6,2.31
1183,14.6,13.3,1.34
1184,21.2,14.9,2.81
1185,20.2,15.5,3.3
1186,13.7,13.4,1.53
1187,12.6,13.1,2.08
1188,19.6,13.8,4.62
1189,12.9,12.1,2.87
1190,19.5,12.8,2.74
1191,21,14.1,2.7
1192,20.8,14.5,2.6
1193,17.9,14,1.51
1194,12.2,12.2,1.35
1195,18,12.6,2.36
1196,20.3,14.1,2.05
1197,20.7,14.7,1.45
1198,18.6,14.4,0.811
1199,11.5,12.2,0.793
1200,20.5,12.6,3.11
1201,21.8,13.8,4.37
1202,20.9,14.3,4.45
1203,18.4,14,1.1
1204,13.3,12.4,2.13
1205,17.7,13.7,2.68
1206,18.1,14.9,3.32
1207,10.6,12.5,1.11
1208,18.9,13.4,2.09
1209,19.1,14.7,2.52
1210,14.6,13.3,1.35
1211,21.1,14.6,2.89
1212,20.2,15.5,3.24
1213,13.7,13.5,1.53
1214,12.7,13.1,2.08
1215,19.8,13.4,3.96
1216,19.6,13.8,4.59
1217,17.3,13.6,3.71
1218,12.3,11.9,2.78
1219,19.5,12.8,2.74
1220,21,14.1,2.71
1221,20.8,14.5,2.65
1222,17.9,14,1.51
1223,12,12.3,1.32
1224,18,12.6,2.36
1225,20.3,14.1,2.05
1226,20.7,14.7,1.45
1227,18.8,14.4,0.784
1228,11.5,12.2,0.793
1229,20.5,12.6,3.11
1230,21.8,13.8,4.37
1231,21,14.3,4.47
1232,18.5,14.1,1.33
1233,13.2,12.4,2.07
1234,17.7,13.7,2.68
1235,18.1,14.9,3.29
1236,10.2,12.5,1.04
1237,18.9,13.4,2.09
1238,19.1,14.7,2.53
1239,14.6,13.3,1.35
1240,21.1,14.6,2.9
1241,20.2,15.5,3.24
1242,13.7,13.5,1.53
1243,12.7,13.1,2.09
1244,19.9,13.4,3.93
1245,19.6,13.8,4.62
1246,17.3,13.6,3.71
1247,12.3,11.9,2.78
1248,19.5,12.8,2.74
1249,21,14.1,2.7
1250,20.8,14.5,2.62
1251,17.9,14,1.51
1252,12,12.2,1.31
1253,18,12.6,2.36
1254,20.3,14.1,2.05
1255,20.7,14.7,1.45
1256,18.7,14.4,0.793
1257,11.5,12.2,0.793
1258,20.5,12.6,3.11
1259,21.8,13.8,4.37
1260,21,14.3,4.47
1261,18.4,14.1,1.21
1262,13.2,12.4,2.09
1263,17.7,13.7,2.68
1264,18.1,14.9,3.29
1265,10.2,12.5,1.04
1266,18.9,13.4,2.09
1267,19.1,14.7,2.52
1268,14.6,13.3,1.35
1269,21.1,14.6,2.9
1270,20.2,15.5,3.24
1271,13.7,13.5,1.53
1272,12.7,13.1,2.09
1273,18.6,12.9,3.72
1274,19.6,13.9,4.69
1275,17.2,13.6,3.69
1276,12.3,11.9,2.78
1277,19.6,12.9,2.75
1278,21,14.1,2.7
1279,20.4,14.4,2.33
1280,17.7,14,1.48
1281,12.2,12.2,1.35
1282,18.2,12.6,2.41
1283,20.3,14.1,2.05
1284,20.7,14.7,1.45
1285,17.6,14.3,0.813
1286,11.4,12.2,0.793
1287,20.5,12.7,3.07
1288,21.9,13.8,4.41
1289,20.9,14.3,4.45
1290,18.4,14,1.1
1291,13.3,12.4,2.13
1292,17.8,13.8,2.69
1293,18.1,14.9,3.32
1294,10.5,12.5,1.1
1295,19,13.5,2.06
1296,19.1,14.7,2.51
1297,14.6,13.3,1.34
1298,21.2,14.7,2.87
1299,20.2,15.5,3.28
1300,13.7,13.4,1.53
1301,12.7,13.1,2.08
1302,19.2,13.2,4.01
1303,19.6,13.9,4.69
1304,17.2,13.6,3.69
1305,12.3,11.9,2.79
1306,19.6,12.9,2.75
1307,21,14.1,2.7
1308,20.4,14.4,2.33
1309,17.7,14,1.48
1310,12.2,12.2,1.35
1311,18.2,12.6,2.41
1312,20.3,14.1,2.05
1313,20.7,14.7,1.45
1314,17.6,14.3,0.813
1315,11.4,12.2,0.793
1316,20.9,12.9,3.27
1317,21.9,13.8,4.41
1318,20.9,14.3,4.45
1319,18.4,14,1.1
1320,13.3,12.4,2.13
1321,17.8,13.8,2.69
1322,18.1,14.9,3.32
1323,10.5,12.5,1.1
1324,19,13.5,2.06
1325,19.1,14.7,2.51
1326,14.6,13.3,1.34
1327,20.2,15.5,3.28
1328,13.7,13.4,1.53
1329,12.7,13.1,2.08
1330,19.5,13.9,4.73
1331,17.2,13.6,3.69
1332,12.3,11.9,2.78
1333,19.6,12.9,2.75
1334,21,14.1,2.7
1335,20.4,14.4,2.33
1336,17.7,14,1.48
1337,12.2,12.2,1.35
1338,18.2,12.6,2.41
1339,20.3,14.1,2.05
1340,20.7,14.7,1.45
1341,17.6,14.3,0.813
1342,11.4,12.2,0.793
1343,20.5,12.7,3.07
1344,21.9,13.8,4.41
1345,20.9,14.3,4.45
1346,18.4,14,1.1
1347,13.3,12.4,2.13
1348,17.8,13.8,2.69
1349,18.1,14.9,3.32
1350,10.5,12.5,1.1
1351,19,13.5,2.06
1352,19.1,14.7,2.51
1353,14.6,13.3,1.34
1354,21.2,14.6,2.88
1355,20.2,15.5,3.28
1356,13.7,13.4,1.53
1357,12.7,13.1,2.08
1358,19.8,13.4,3.93
1359,19.6,13.9,4.65
1360,17.2,13.6,3.69
1361,12.3,11.9,2.78
1362,19.5,12.8,2.74
1363,21,14.1,2.7
1364,20.4,14.4,2.33
1365,17.8,14,1.49
1366,12.2,12.2,1.35
1367,18.1,12.6,2.39
1368,20.3,14.1,2.05
1369,20.7,14.7,1.45
1370,17.6,14.3,0.813
1371,11.4,12.2,0.793
1372,20.5,12.6,3.11
1373,21.8,13.8,4.37
1374,20.9,14.3,4.45
1375,18.4,14,1.1
1376,13.3,12.4,2.13
1377,17.8,13.8,2.69
1378,18.1,14.9,3.32
1379,10.6,12.5,1.11
1380,19,13.5,2.08
1381,19.1,14.7,2.51
1382,14.6,13.3,1.35
1383,21.1,14.6,2.89
1384,20.2,15.5,3.24
1385,13.7,13.4,1.53
1386,12.7,13.1,2.08
1387,20,13.4,3.97
1388,19.6,13.9,4.69
1389,17.2,13.6,3.67
1390,12.3,11.9,2.79
1391,19.6,12.9,2.75
1392,21,14.1,2.69
1393,20.3,14.4,2.31
1394,17.7,14,1.48
1395,12.2,12.2,1.34
1396,18.2,12.6,2.41
1397,20.3,14.1,2.05
1398,20.7,14.7,1.45
1399,17.5,14.2,0.831
1400,11.4,12.2,0.793
1401,20.9,12.9,3.27
1402,21.9,13.8,4.45
1403,20.9,14.3,4.43
1404,18.3,14,1.01
1405,13.3,12.4,2.14
1406,17.8,13.8,2.69
1407,18.1,14.9,3.36
1408,10.5,12.5,1.1
1409,19,13.5,2.06
1410,19.1,14.7,2.51
1411,14.6,13.3,1.34
1412,21.2,14.7,2.87
1413,20.2,15.5,3.28
1414,13.7,13.4,1.53
1415,12.7,13.1,2.08
1416,10.6,5.91,1.13
1417,10.9,6.75,1.47
1418,7.62,6.72,1.08
1419,11.4,5.25,2.06
1420,14.3,6.68,1.88
1421,13.7,7.28,1.69
1422,11.1,7.13,1.12
1423,13.6,5.71,0.652
1424,17.2,7.22,0.849
1425,16.3,7.91,1.2
1426,12.5,7.91,0.059
1427,4.34,6.38,0.103
1428,16.3,7.02,1.4
1429,16.9,8.19,2.39
1430,15,8.59,1.6
1431,5.49,7.2,0.325
1432,13.3,7.01,1.23
1433,13.8,8.51,3.72
1434,11.4,8.78,3
1435,7.28,7.6,1.97
1436,6.5,7.42,3.42
1437,6.28,7.69,2.44
1438,3.28,6.69,1.14
1439,7.84,6.98,1.7
1440,5.28,6.85,0.745
1441,6.66,6.62,0.811
1442,11.4,5.25,2.06
1443,14.2,6.64,1.87
1444,13.7,7.28,1.73
1445,11.3,7.14,1.09
1446,13.4,5.68,0.658
1447,17.2,7.22,0.849
1448,16.4,7.89,1.22
1449,12.5,7.91,0.059
1450,4.38,6.4,0.102
1451,16.3,6.98,1.36
1452,16.9,8.19,2.39
1453,15.1,8.59,1.63
1454,5.49,7.2,0.325
1455,13.3,7.01,1.23
1456,13.8,8.48,3.68
1457,11.4,8.78,3
1458,7.24,7.62,1.85
1459,6.57,7.41,3.45
1460,6.15,7.69,2.64
1461,3.28,6.69,1.14
1462,7.83,6.96,1.63
1463,5.28,6.85,0.745
1464,7.28,6.69,0.955
1465,11.4,5.25,2.06
1466,14.2,6.64,1.87
1467,13.7,7.28,1.73
1468,11.3,7.14,1.09
1469,13.4,5.68,0.658
1470,17.2,7.22,0.849
1471,16.4,7.89,1.22
1472,12.5,7.91,0.059
1473,4.38,6.4,0.102
1474,16.3,6.98,1.36
1475,16.9,8.19,2.39
1476,15.1,8.59,1.63
1477,5.49,7.2,0.325
1478,13.3,7.01,1.23
1479,13.8,8.48,3.68
1480,11.4,8.78,3
1481,7.24,7.62,1.85
1482,6.57,7.41,3.45
1483,6.15,7.69,2.64
1484,3.43,7.15,1.73
1485,4.54,6.49,0.891
1486,5.28,6.85,0.745
1487,10.6,6.84,1.6
1488,7.5,6.72,1.04
1489,11.4,5.25,2.06
1490,14.2,6.64,1.87
1491,13.7,7.28,1.73
1492,11.3,7.14,1.09
1493,13.4,5.68,0.658
1494,17.1,7.18,0.814
1495,16.4,7.89,1.22
1496,12.5,7.91,0.059
1497,4.38,6.4,0.102
1498,16.3,6.98,1.36
1499,16.9,8.19,2.39
1500,15.1,8.59,1.63
1501,5.49,7.2,0.325
1502,13.2,6.98,1.18
1503,13.8,8.48,3.68
1504,11.4,8.78,3
1505,7.24,7.62,1.85
1506,6.57,7.41,3.45
1507,6.15,7.69,2.64
1508,3.28,6.69,1.14
1509,7.83,6.96,1.63
1510,5.3,6.85,0.761
1511,10.2,6.9,1.72
1512,7.62,6.72,1.08
1513,11.4,5.25,2.06
1514,14.3,6.68,1.88
1515,13.7,7.28,1.73
1516,11.3,7.14,1.09
1517,13.6,5.71,0.652
1518,17.2,7.22,0.849
1519,16.3,7.91,1.2
1520,12.5,7.91,0.059
1521,4.38,6.4,0.102
1522,16.3,7.02,1.4
1523,16.9,8.19,2.39
1524,15.1,8.59,1.63
1525,5.49,7.2,0.325
1526,13.3,7.01,1.23
1527,13.8,8.48,3.68
1528,11.4,8.78,3
1529,7.24,7.62,1.85
1530,6.5,7.42,3.42
1531,6.15,7.69,2.64
1532,3.28,6.69,1.14
1533,7.83,6.96,1.63
1534,5.28,6.85,0.745
1535,10.5,5.86,1.12
1536,10.6,6.81,1.57
1537,8.21,6.8,1.22
1538,11,5.15,2.08
1539,14,6.53,1.91
1540,14.3,7.28,2.3
1541,11.8,7.17,1.07
1542,12.9,5.62,0.629
1543,17,6.96,0.488
1544,16.4,7.89,1.22
1545,12.9,7.92,0.161
1546,4.48,6.43,0.1
1547,16.2,6.93,1.31
1548,16.9,8.12,2.35
1549,16,8.6,1.93
1550,5.83,7.26,0.359
1551,12.9,6.92,1.09
1552,13.8,8.42,3.65
1553,11.7,8.79,3.2
1554,7.31,7.68,1.75
1555,6.96,7.28,3.63
1556,6.15,7.69,2.64
1557,3.35,6.72,1.18
1558,7.72,6.88,1.4
1559,5.34,6.86,0.798
1560,7.5,6.74,0.916
1561,11,5.15,2.08
1562,14,6.53,1.91
1563,14.3,7.28,2.3
1564,11.8,7.17,1.07
1565,12.9,5.62,0.629
1566,17,6.96,0.488
1567,16.4,7.89,1.22
1568,12.9,7.92,0.161
1569,4.48,6.43,0.1
1570,16.2,6.93,1.31
1571,16.9,8.16,2.37
1572,16,8.6,1.92
1573,5.74,7.24,0.35
1574,13,6.95,1.14
1575,13.8,8.42,3.65
1576,11.6,8.78,3.14
1577,7.28,7.67,1.75
1578,6.77,7.36,3.56
1579,6.15,7.69,2.64
1580,3.32,6.71,1.17
1581,7.79,6.9,1.45
1582,5.34,6.86,0.798
1583,8.1,6.79,1.18
1584,11.1,5.18,2.07
1585,14,6.53,1.91
1586,14.3,7.28,2.3
1587,11.8,7.17,1.07
1588,12.9,5.62,0.629
1589,17,6.96,0.488
1590,16.4,7.89,1.22
1591,12.7,7.92,0.0991
1592,4.48,6.43,0.1
1593,16.2,6.93,1.31
1594,16.9,8.16,2.37
1595,16,8.6,1.92
1596,5.74,7.24,0.35
1597,13,6.95,1.14
1598,13.8,8.42,3.65
1599,11.6,8.78,3.14
1600,7.27,7.63,1.85
1601,6.77,7.36,3.56
1602,6.15,7.69,2.64
1603,3.32,6.71,1.17
1604,7.79,6.9,1.45
1605,5.34,6.86,0.798
1606,10.6,6.16,1.27
1607,10.6,6.81,1.57
1608,8.21,6.8,1.22
1609,11,5.15,2.08
1610,14,6.48,1.93
1611,14.3,7.26,2.33
1612,11.8,7.17,1.07
1613,12.7,5.58,0.598
1614,17,6.96,0.488
1615,16.4,7.87,1.24
1616,12.9,7.92,0.161
1617,4.48,6.43,0.1
1618,16.2,6.88,1.26
1619,16.9,8.12,2.35
1620,16,8.6,1.93
1621,5.83,7.26,0.359
1622,12.9,6.92,1.09
1623,13.8,8.42,3.65
1624,11.7,8.79,3.2
1625,7.31,7.68,1.75
1626,6.96,7.28,3.63
1627,6.15,7.69,2.64
1628,3.35,6.72,1.18
1629,7.72,6.88,1.4
1630,5.34,6.86,0.798
1631,10.4,6.9,1.66
1632,8.1,6.79,1.18
1633,11,5.15,2.08
1634,14,6.53,1.91
1635,14.3,7.28,2.3
1636,11.8,7.17,1.07
1637,12.9,5.62,0.629
1638,17,6.96,0.488
1639,16.4,7.89,1.22
1640,12.9,7.92,0.161
1641,4.48,6.43,0.1
1642,16.2,6.93,1.31
1643,16.9,8.16,2.37
1644,16,8.6,1.92
1645,5.74,7.24,0.35
1646,13,6.95,1.14
1647,13.8,8.42,3.65
1648,11.6,8.78,3.14
1649,7.28,7.67,1.75
1650,6.96,7.28,3.63
1651,6.15,7.69,2.64
1652,3.35,6.72,1.18
1653,7.79,6.9,1.45
1654,5.34,6.86,0.798
1655,10.5,5.86,1.12
1656,10.6,6.84,1.6
1657,7.39,6.71,0.999
1658,11.3,5.21,2.06
1659,14.1,6.61,1.88
1660,14.2,7.29,2.2
1661,11.4,7.15,1.08
1662,13.1,5.64,0.65
1663,17,6.96,0.488
1664,16.4,7.87,1.24
1665,12.7,7.92,0.0991
1666,4.38,6.4,0.102
1667,16.3,6.98,1.36
1668,16.9,8.16,2.37
1669,15.1,8.59,1.63
1670,5.57,7.21,0.335
1671,13.2,6.98,1.18
1672,13.8,8.45,3.66
1673,11.5,8.78,3.07
1674,7.27,7.63,1.85
1675,6.87,7.32,3.56
1676,6.11,7.68,2.74
1677,3.3,6.7,1.15
1678,7.85,6.94,1.57
1679,5.3,6.85,0.761
1680,6.75,6.63,0.813
1681,11.3,5.21,2.06
1682,14.2,6.64,1.87
1683,13.8,7.28,1.78
1684,11.3,7.14,1.09
1685,13.4,5.68,0.658
1686,17,6.96,0.488
1687,16.4,7.89,1.22
1688,12.5,7.91,0.059
1689,4.38,6.4,0.102
1690,16.3,6.98,1.36
1691,16.9,8.19,2.39
1692,15.1,8.59,1.63
1693,5.57,7.21,0.335
1694,13.2,6.98,1.18
1695,13.8,8.48,3.68
1696,11.5,8.78,3.07
1697,7.24,7.62,1.85
1698,6.8,7.33,3.53
1699,6.15,7.69,2.64
1700,3.3,6.7,1.15
1701,7.85,6.94,1.57
1702,5.3,6.85,0.761
1703,7.39,6.71,0.999
1704,11.3,5.21,2.06
1705,14.2,6.64,1.87
1706,13.7,7.28,1.73
1707,11.3,7.14,1.09
1708,13.4,5.68,0.658
1709,17,6.96,0.488
1710,16.4,7.89,1.22
1711,12.5,7.91,0.059
1712,4.38,6.4,0.102
1713,16.3,6.98,1.36
1714,16.9,8.19,2.39
1715,15.1,8.59,1.63
1716,5.57,7.21,0.335
1717,13.2,6.98,1.18
1718,13.8,8.48,3.68
1719,11.5,8.78,3.07
1720,7.24,7.62,1.85
1721,6.8,7.33,3.53
1722,6.15,7.69,2.64
1723,3.3,6.7,1.15
1724,7.83,6.96,1.63
1725,5.3,6.85,0.761
1726,10.6,6.81,1.57
1727,7.39,6.71,0.999
1728,11.3,5.21,2.06
1729,14.1,6.61,1.88
1730,13.8,7.28,1.78
1731,11.4,7.15,1.08
1732,13.4,5.68,0.658
1733,17,6.96,0.488
1734,16.4,7.89,1.22
1735,12.5,7.91,0.059
1736,4.38,6.4,0.102
1737,16.3,6.98,1.36
1738,16.9,8.19,2.39
1739,15.1,8.59,1.63
1740,5.57,7.21,0.335
1741,13.2,6.98,1.18
1742,13.8,8.48,3.68
1743,11.5,8.78,3.07
1744,7.24,7.62,1.85
1745,6.8,7.33,3.53
1746,6.15,7.69,2.64
1747,3.3,6.7,1.15
1748,7.85,6.94,1.57
1749,5.3,6.85,0.761
1750,10.1,6.9,1.75
1751,7.86,6.77,1.08
1752,11.3,5.21,2.06
1753,14.1,6.61,1.88
1754,14.2,7.28,2.25
1755,11.4,7.15,1.08
1756,13.1,5.64,0.65
1757,17,6.96,0.488
1758,16.4,7.87,1.24
1759,12.7,7.92,0.0991
1760,4.43,6.41,0.101
1761,16.3,6.98,1.36
1762,16.9,8.16,2.37
1763,15.1,8.59,1.63
1764,5.57,7.21,0.335
1765,13.2,6.98,1.18
1766,13.8,8.45,3.66
1767,11.5,8.78,3.07
1768,7.27,7.63,1.85
1769,6.87,7.32,3.56
1770,6.11,7.68,2.74
1771,3.3,6.7,1.15
1772,7.83,6.92,1.51
1773,5.3,6.85,0.761
1774,10.5,5.82,1.12
1775,10.6,6.84,1.6
1776,7.98,6.78,1.14
1777,11.1,5.18,2.07
1778,14.1,6.57,1.89
1779,14.2,7.28,2.25
1780,11.6,7.16,1.07
1781,13.1,5.64,0.65
1782,17.2,7.22,0.849
1783,16.4,7.89,1.22
1784,12.7,7.92,0.0991
1785,4.43,6.41,0.101
1786,16.2,6.93,1.31
1787,16.9,8.16,2.37
1788,15.2,8.59,1.65
1789,5.66,7.23,0.342
1790,13,6.95,1.14
1791,13.8,8.45,3.66
1792,11.6,8.78,3.14
1793,7.27,7.63,1.85
1794,6.76,7.37,3.54
1795,6.28,7.69,2.44
1796,3.32,6.71,1.17
1797,7.79,6.9,1.45
1798,5.32,6.86,0.78
1799,7.5,6.74,0.916
1800,11.3,5.21,2.06
1801,14.1,6.57,1.89
1802,14.2,7.28,2.25
1803,11.6,7.16,1.07
1804,13.1,5.64,0.65
1805,17.2,7.22,0.849
1806,16.4,7.89,1.22
1807,12.7,7.92,0.0991
1808,4.43,6.41,0.101
1809,16.3,6.98,1.36
1810,16.9,8.16,2.37
1811,15.2,8.59,1.65
1812,5.57,7.21,0.335
1813,13.2,6.98,1.18
1814,13.8,8.45,3.66
1815,11.5,8.78,3.07
1816,7.27,7.63,1.85
1817,6.73,7.38,3.52
1818,6.28,7.69,2.44
1819,3.32,6.71,1.17
1820,7.83,6.92,1.51
1821,5.32,6.86,0.78
1822,8.21,6.8,1.22
1823,11.1,5.18,2.07
1824,14,6.53,1.91
1825,14.2,7.28,2.25
1826,11.6,7.16,1.07
1827,13.1,5.64,0.65
1828,17.1,7.18,0.814
1829,16.4,7.89,1.22
1830,12.7,7.92,0.0991
1831,4.43,6.41,0.101
1832,16.2,6.93,1.31
1833,16.9,8.16,2.37
1834,16,8.6,1.92
1835,5.66,7.23,0.342
1836,13,6.95,1.14
1837,13.8,8.45,3.66
1838,11.6,8.78,3.14
1839,7.27,7.63,1.85
1840,6.76,7.37,3.54
1841,6.15,7.69,2.64
1842,3.32,6.71,1.17
1843,7.79,6.9,1.45
1844,5.32,6.86,0.78
1845,10.7,6.07,1.25
1846,10.6,6.82,1.59
1847,8.1,6.79,1.18
1848,11.1,5.18,2.07
1849,14,6.53,1.91
1850,14.3,7.28,2.3
1851,11.6,7.16,1.07
1852,12.9,5.62,0.629
1853,17,6.96,0.488
1854,16.4,7.89,1.22
1855,12.7,7.92,0.0991
1856,4.43,6.41,0.101
1857,16.2,6.93,1.31
1858,16.9,8.16,2.37
1859,16,8.6,1.92
1860,5.66,7.23,0.342
1861,13,6.95,1.14
1862,13.8,8.42,3.65
1863,11.6,8.78,3.14
1864,7.27,7.63,1.85
1865,6.76,7.37,3.54
1866,6.15,7.69,2.64
1867,3.32,6.71,1.17
1868,7.79,6.9,1.45
1869,5.32,6.86,0.78
1870,10.4,6.89,1.65
1871,7.98,6.78,1.14
1872,11.1,5.18,2.07
1873,14.1,6.57,1.89
1874,14.2,7.28,2.25
1875,11.6,7.16,1.07
1876,13.1,5.64,0.65
1877,17.2,7.22,0.849
1878,16.4,7.89,1.22
1879,12.7,7.92,0.0991
1880,4.43,6.41,0.101
1881,16.2,6.93,1.31
1882,16.9,8.16,2.37
1883,15.2,8.59,1.65
1884,5.66,7.23,0.342
1885,13,6.95,1.14
1886,13.8,8.45,3.66
1887,11.5,8.78,3.07
1888,7.27,7.63,1.85
1889,6.73,7.38,3.52
1890,6.28,7.69,2.44
1891,3.32,6.71,1.17
1892,7.79,6.9,1.45
1893,5.32,6.86,0.78
1894,17.6,14,1.2
1895,20,15.4,0.968
1896,20.7,15.9,0.641
1897,19.3,15.6,0.946
1898,10.6,13.7,0.275
1899,20.8,14.4,0.821
1900,21.7,15.6,0.801
1901,20.8,16,1.76
1902,19.2,16,0.899
1903,13.2,14.4,0.0774
1904,18.8,15,1.28
1905,19.9,15.6,0.76
1906,13.9,15.7,2.13
1907,11.3,13.9,0.185
1908,20.1,15.6,0.97
1909,15.4,15.3,0.83
1910,19.1,14.6,0.752
1911,19.9,15.4,0.995
1912,20.7,15.9,0.641
1913,19.3,15.6,0.946
1914,11.1,13.6,0.259
1915,20.8,14.4,0.821
1916,21.7,15.6,0.801
1917,20.8,16,1.76
1918,19.2,16,0.899
1919,13.2,14.4,0.0774
1920,18.6,15,1.36
1921,19.9,15.6,0.76
1922,13.9,15.7,2.13
1923,11.3,13.9,0.185
1924,20.1,15.6,0.97
1925,15.4,15.3,0.824
1926,20.5,15.6,1.03
1927,20.7,15.9,0.641
1928,19.2,15.6,0.974
1929,11.1,13.6,0.259
1930,20.8,14.4,0.821
1931,21.7,15.6,0.801
1932,20.8,16,1.76
1933,19.2,16,0.899
1934,13.2,14.4,0.0774
1935,18.6,15,1.36
1936,19.9,15.6,0.76
1937,13.9,15.7,2.13
1938,11.3,13.9,0.185
1939,20.1,15.6,0.97
1940,15.4,15.3,0.824
1941,17.8,14.1,1.17
1942,19.9,15.4,0.995
1943,20.7,15.9,0.641
1944,19.2,15.6,0.974
1945,11.1,13.6,0.259
1946,20.8,14.4,0.821
1947,21.7,15.6,0.801
1948,20.8,16,1.76
1949,19.2,16,0.899
1950,13.2,14.4,0.0754
1951,18.6,15,1.36
1952,19.9,15.6,0.76
1953,13.4,15.7,2.24
1954,11.3,13.9,0.185
1955,20.1,15.6,0.97
1956,15.4,15.3,0.824
1957,18.3,14.4,1.03
1958,20,15.4,0.968
1959,20.7,15.9,0.641
