doy,time,time.since.app,x,soil.temp,air.temp,rad,rh,cum.rad
140,1800,199.5,140.75,22.00333333,21.37,0.383,32.87,164.7882
140,1830,200,140.7625,20.41533333,20.9,0.297,32.31,165.3228
140,1900,200.5,140.7916667,19.61933333,20.65,0.197,34.16,165.6774
140,1930,201,140.8041667,19.29924242,19.94,0.127,35.1,165.906
140,2000,201.5,140.8333333,18.06727273,18.72,0.054,40.01,166.0032
140,2030,202,140.8458333,16.70378788,16.18,0,49.33,166.0032
140,2100,202.5,140.875,15.6230303,13.54,0,60.54,166.0032
140,2130,203,140.8875,14.77984848,12.04,0,67.49,166.0032
140,2200,203.5,140.9166667,14.10530303,11.85,0,66.97,166.0032
140,2230,204,140.9291667,13.61136364,11.72,0,69.23,166.0032
140,2300,204.5,140.9583333,13.16045455,11.53,0,71.2,166.0032
140,2330,205,140.9708333,12.84954545,12.04,0,67.79,166.0032
141,0,205.5,141,12.4930303,11.82,0,68.05,166.0032
141,30,206,141.0125,11.9069697,9.71,0,77.6,166.0032
141,100,206.5,141.0416667,11.39469697,8.18,0,85,166.0032
141,130,207,141.0541667,10.93666667,7.62,0,87.9,166.0032
141,200,207.5,141.0833333,10.49227273,6.928,0,90.4,166.0032
141,230,208,141.0958333,10.11393939,6.541,0,91.2,166.0032
141,300,208.5,141.125,9.718333333,5.855,0,92.5,166.0032
141,330,209,141.1375,9.363787879,5.477,0,93.2,166.0032
141,400,209.5,141.1666667,9.100424242,5.339,0,93.4,166.0032
141,430,210,141.1791667,8.965,5.783,0,93.9,166.0032
141,500,210.5,141.2083333,8.811363636,6.237,0,91.5,166.0032
141,530,211,141.2208333,8.563151515,5.698,0,92,166.0032
141,600,211.5,141.25,8.635075758,6.168,0.04,92.7,166.0752
141,630,212,141.2625,9.497878788,8.98,0.127,83.4,166.3038
141,700,212.5,141.2916667,10.56575758,11.9,0.16,73.2,166.5918
141,730,213,141.3041667,11.61787879,13.74,0.283,66.52,167.1012
141,800,213.5,141.3333333,13.83833333,15.65,0.37,60.88,167.7672
141,830,,141.3458333,15.71533333,17.25,0.407,56.28,168.4998
141,900,,141.375,17.21866667,18.46,0.484,52.62,169.371
141,930,,141.3875,20.432,19.81,0.561,46.75,170.3808
141,1000,,141.4166667,22.732,21.08,0.63,42.73,171.5148
141,1030,,141.4291667,23.76933333,21.5,0.614,39.41,172.62
141,1100,,141.4583333,24.312,21.89,0.58,39.39,173.664
141,1130,,141.4708333,26.364,22.84,0.769,36.96,175.0482
141,1200,,141.5,27.44866667,23.32,0.718,33.42,176.3406
141,1230,,141.5125,26.96733333,23.1,0.636,31.95,177.4854
141,1300,,141.5416667,27.36266667,23.37,0.673,31.04,178.6968
141,1330,,141.5541667,28.24733333,24.17,0.702,31.2,179.9604
141,1400,,141.5833333,27.606,23.88,0.535,27.85,180.9234
141,1430,,141.5958333,25.61733333,22.85,0.361,30.77,181.5732
141,1500,,141.625,24.00533333,22.32,0.293,32.29,182.1006
141,1530,,141.6375,22.81466667,21.78,0.203,33.46,182.466
141,1600,,141.6666667,22.22333333,21.72,0.193,34.56,182.8134
141,1630,,141.6791667,21.53533333,21.49,0.168,35.05,183.1158
141,1700,,141.7083333,20.65266667,21.01,0.108,34.07,183.3102
141,1730,,141.7208333,20.02,20.86,0.104,34.23,183.4974
141,1800,,141.75,19.58866667,20.54,0.093,37.57,183.6648
141,1830,,141.7625,19.11066667,20.16,0.059,39.71,183.771
141,1900,,141.7916667,18.42133333,19.76,0.028,40.66,183.8214
141,1930,,141.8041667,17.73466667,19.51,0,43.18,183.8214
141,2000,,141.8333333,16.74266667,18.16,0,50.46,183.8214
141,2030,,141.8458333,16.14733333,16.59,0,64.41,183.8214
141,2100,,141.875,15.852,15.88,0,69.29,183.8214
141,2130,,141.8875,15.62333333,15.57,0,71.6,183.8214
141,2200,,141.9166667,15.42866667,15.5,0,71.7,183.8214
141,2230,,141.9291667,15.294,15.51,0,71.5,183.8214
141,2300,,141.9583333,15.214,15.91,0,68.41,183.8214
141,2330,,141.9708333,15.12066667,16.02,0,68.49,183.8214
142,0,,142,15.01266667,15.91,0,69.98,183.8214
142,30,,142.0125,14.86933333,15.63,0,73.2,183.8214
142,100,,142.0416667,14.56266667,14.09,0,87.8,183.8214
142,130,,142.0541667,14.49,14.27,0,86.3,183.8214
142,200,,142.0833333,14.45533333,14.4,0,85.7,183.8214
142,230,,142.0958333,14.362,14.15,0,89.4,183.8214
142,300,,142.125,14.31866667,14.14,0,90.3,183.8214
142,330,,142.1375,14.24866667,14.01,0,91.5,183.8214
142,400,,142.1666667,14.09333333,13.82,0,92.3,183.8214
142,430,,142.1791667,13.75,13.42,0,92.2,183.8214
142,500,,142.2083333,13.41733333,13,0,91.6,183.8214
142,530,,142.2208333,13.14333333,12.53,0,91.9,183.8214
142,600,,142.25,13.062,12.25,0.036,92.6,183.8862
142,630,,142.2625,13.494,13.12,0.127,87.1,184.1148
142,700,,142.2916667,14.208,14.16,0.157,80.9,184.3974
142,730,,142.3041667,14.642,14.48,0.295,76.1,184.9284
142,800,,142.3333333,15.66,14.33,0.376,72.1,185.6052
142,830,,142.3458333,16.674,14.22,0.421,68.52,186.363
142,900,,142.375,16.79866667,13.32,0.431,66.98,187.1388
142,930,,142.3875,17.38866667,13,0.59,65.35,188.2008
142,1000,,142.4166667,17.58928571,12.73,0.643,58.22,189.3582
