site;camp;trial;treat;block;plot;p_rep;date;time_start;time_end;ts;te;tube;stroke;ppm;notes;Sstroke;Sduration;timestamp;temp;wind;pressure;Sppm2;ts.N0;fert_amount;N_amount;app_time;code;flux;cumtime;cumloss;cumloss;cumloss_perc
DK;I;squares;U;1;3;;22.08.2021;13:31;13:32;22.08.2021 13:31;22.08.2021 13:32;0.25a;10;2;;10;60;22.08.2021 13:31;19.76106406;3.153055997;1029.82519;2;22.08.2021 13:30;;67.5;20.08.2021 11:00;U_3_I;0.319115046;50.51666667;22.79840007;9.1;12.96
DK;I;squares;U;1;3;;22.08.2021;16:00;16:01;22.08.2021 16:00;22.08.2021 16:01;0.25a;10;1.2;;10;60;22.08.2021 16:00;19.60497826;2.634654504;1029.423913;1.2;22.08.2021 16:01;;67.5;20.08.2021 11:00;U_3_I;0.228875676;53;23.47882188;9.3;13.35
DK;I;squares;U;1;3;;22.08.2021;18:30;18:31;22.08.2021 18:30;22.08.2021 18:31;0.25a;10;0.7;;10;60;22.08.2021 18:30;18.23892544;2.304631071;1030.370614;0.7;22.08.2021 18:31;;67.5;20.08.2021 11:00;U_3_I;0.166762804;55.5;23.97336998;9.5;13.63
DK;I;squares;U;1;3;;23.08.2021;07:33;07:34;23.08.2021 07:33;23.08.2021 07:34;0.25a;20;0;;10;30;23.08.2021 07:33;10.48824427;0.56137887;1029;0;23.08.2021 07:29;;67.5;20.08.2021 11:00;U_3_I;0;68.55;25.06149728;10.0;14.25
DK;I;squares;U;1;3;;23.08.2021;10:29;10:31;23.08.2021 10:29;23.08.2021 10:31;0.25a;30;1;;10;20;23.08.2021 10:29;17.86081229;1.822678262;1032.326015;0.333333333;23.08.2021 10:12;;67.5;20.08.2021 11:00;U_3_I;0.170076582;71.48333333;25.31094293;10.1;14.39
DK;I;squares;U;1;3;;23.08.2021;13:10;13:11;23.08.2021 13:10;23.08.2021 13:11;0.25a;10;1.2;;10;60;23.08.2021 13:10;21.0223337;0.929039439;1034;1.2;23.08.2021 16:07;;67.5;20.08.2021 11:00;U_3_I;0.12323278;74.16666667;25.70446632;10.2;14.61
DK;I;squares;U;1;3;;23.08.2021;16:15;16:16;23.08.2021 16:15;23.08.2021 16:16;0.25a;10;0.8;;10;60;23.08.2021 16:15;22.06694233;1.986633346;1036.557127;0.8;23.08.2021 16:07;;67.5;20.08.2021 11:00;U_3_I;0.160742692;77.25;26.14226184;10.4;14.86
DK;I;squares;U;1;3;;23.08.2021;19:12;19:13;23.08.2021 19:12;23.08.2021 19:13;0.25a;10;0.25;;10;60;23.08.2021 19:12;20.11067669;1.495699387;1038.983888;0.25;23.08.2021 19:13;;67.5;20.08.2021 11:00;U_3_I;0.081272655;80.2;26.49923448;10.5;15.07
DK;I;squares;U;1;3;;24.08.2021;07:18;07:19;24.08.2021 07:18;24.08.2021 07:19;0.25a;30;0;;10;20;24.08.2021 07:18;9.284333694;0.395320364;1031.502709;0;24.08.2021 07:08;;67.5;20.08.2021 11:00;U_3_I;0;92.3;26.99093404;10.7;15.35
DK;I;squares;U;1;3;;24.08.2021;10:30;10:32;24.08.2021 10:30;24.08.2021 10:32;0.25a;20;0.3;;10;60;24.08.2021 10:30;16.53357143;2.144631549;1035.666667;0.15;24.08.2021 10:11;;67.5;20.08.2021 11:00;U_3_I;0.080680148;95.5;27.12002228;10.8;15.42
DK;I;squares;U;1;3;;24.08.2021;13:04;13:06;24.08.2021 13:04;24.08.2021 13:06;0.25a;20;1;;10;60;24.08.2021 13:04;20.20276503;2.355528274;1037.857923;0.5;24.08.2021 13:10;;67.5;20.08.2021 11:00;U_3_I;0.144585344;98.06666667;27.40911299;10.9;15.58
DK;I;squares;U;1;3;;24.08.2021;16:37;16:38;24.08.2021 16:37;24.08.2021 16:38;0.25a;10;0.25;;10;120;24.08.2021 16:37;21.04669935;2.577099741;1039.065359;0.25;24.08.2021 16:21;;67.5;20.08.2021 11:00;U_3_I;0.082236915;101.6166667;27.8117225;11.1;15.81
DK;I;squares;U;1;3;;24.08.2021;18:53;18:54;24.08.2021 18:53;24.08.2021 18:54;0.25a;20;0.25;;10;60;24.08.2021 18:53;17.51523965;2.43915517;1035.666667;0.125;24.08.2021 18:51;;67.5;20.08.2021 11:00;U_3_I;0.080155079;103.8833333;27.99576676;11.1;15.92
DK;I;squares;U;1;3;;25.08.2021;07:19;07:20;25.08.2021 07:19;25.08.2021 07:20;0.25a;30;0;;10;40;25.08.2021 07:19;15.26905908;6.311368467;1019;0;25.08.2021 07:18;;67.5;20.08.2021 11:00;U_3_I;0;116.3166667;28.49406417;11.3;16.2
DK;I;squares;U;1;3;;25.08.2021;13:26;13:28;25.08.2021 13:26;25.08.2021 13:28;0.25a;30;0;;10;40;25.08.2021 13:26;18.01677489;3.618333391;1015.655844;0;25.08.2021 13:11;;67.5;20.08.2021 11:00;U_3_I;0;122.4333333;28.49406417;11.3;16.2
DK;I;squares;U;1;3;;25.08.2021;16:27;16:28;25.08.2021 16:27;25.08.2021 16:28;0.25a;30;0;;10;40;25.08.2021 16:27;19.15614967;4.186612538;1015.816703;0;25.08.2021 16:19;;67.5;20.08.2021 11:00;U_3_I;0;125.45;28.49406417;11.3;16.2
DK;I;squares;U;1;3;;25.08.2021;18:54;18:55;25.08.2021 18:54;25.08.2021 18:55;0.25a;30;0;;10;40;25.08.2021 18:54;19.00901961;3.00181887;1014;0;25.08.2021 18:52;;67.5;20.08.2021 11:00;U_3_I;0;127.9;28.49406417;11.3;16.2
DK;I;squares;U;1;3;;26.08.2021;07:25;07:27;26.08.2021 07:25;26.08.2021 07:27;0.25a;30;0;;10;40;26.08.2021 07:25;12.46562568;2.933195164;1016.49728;0;26.08.2021 07:21;;67.5;20.08.2021 11:00;U_3_I;0;140.4166667;28.49406417;11.3;16.2
DK;I;squares;U;1;3;;26.08.2021;11:09;11:10;26.08.2021 11:09;26.08.2021 11:10;0.25a;50;0.25;;10;24;26.08.2021 11:09;14.91686211;4.810498542;1017.4962;0.05;26.08.2021 10:27;;67.5;20.08.2021 11:00;U_3_I;0.121086733;144.15;28.72009274;11.4;16.33
DK;I;squares;U;1;3;;26.08.2021;18:45;18:47;26.08.2021 18:45;26.08.2021 18:47;0.25a;30;0;;10;40;26.08.2021 18:45;14.69436458;3.872074643;1019.828125;0;26.08.2021 18:43;;67.5;20.08.2021 11:00;U_3_I;0;151.75;29.18022233;11.6;16.59
DK;I;squares;U;1;3;;27.08.2021;07:25;07:27;27.08.2021 07:25;27.08.2021 07:27;0.25a;30;0;;10;40;27.08.2021 07:25;13.589875;4.37233344;1019.010417;0;27.08.2021 07:23;;67.5;20.08.2021 11:00;U_3_I;0;164.4166667;29.18022233;11.6;16.59
DK;I;squares;U;1;3;;27.08.2021;17:34;17:36;27.08.2021 17:34;27.08.2021 17:36;0.25a;30;0;;10;40;27.08.2021 17:34;15.60665625;4.443276225;1022.109375;0;27.08.2021 17:33;;67.5;20.08.2021 11:00;U_3_I;0;174.5666667;29.18022233;11.6;16.59
DK;I;squares;U;1;3;;28.08.2021;08:07;08:09;28.08.2021 08:07;28.08.2021 08:09;0.25a;30;0;;10;40;28.08.2021 08:07;13.3221875;2.431459079;1022.333333;0;28.08.2021 08:06;;67.5;20.08.2021 11:00;U_3_I;0;189.1166667;29.18022233;11.6;16.59
DK;I;squares;U;1;3;;28.08.2021;13:53;13:55;28.08.2021 13:53;28.08.2021 13:55;0.25a;30;0;;10;40;28.08.2021 13:53;17.08719792;3.352746419;1024;0;28.08.2021 13:51;;67.5;20.08.2021 11:00;U_3_I;0;194.8833333;29.18022233;11.6;16.59
DK;I;squares;U;1;3;;29.08.2021;08:08;08:10;29.08.2021 08:08;29.08.2021 08:10;0.25a;30;0;;10;40;29.08.2021 08:08;14.169875;3.38072174;1019.229167;0;29.08.2021 08:07;;67.5;20.08.2021 11:00;U_3_I;0;213.1333333;29.18022233;11.6;16.59
